Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $4 * 4$ and $19 - 3$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $4 * 4 = 16$
 <br>Second expression $19 - 3 = 16$
<br>Since both expression give same values i.e. $16$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $2 * 10$ and $12 + 8$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $2 * 10 = 20$
 <br>Second expression $12 + 8 = 20$
<br>Since both expression give same values i.e. $20$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $22 + 24$ and $8 * 1$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $22 + 24 = 46$
 <br>Second expression $8 * 1 = 8$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $3 - 13$ and $6 * 4$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $3 - 13 = -10$
 <br>Second expression $6 * 4 = 24$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $11 - 17$ and $5 * 1$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $11 - 17 = -6$
 <br>Second expression $5 * 1 = 5$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $10 * 8$ and $7 - 13$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $10 * 8 = 80$
 <br>Second expression $7 - 13 = -6$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $24 - 12$ and $2 + 10$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $24 - 12 = 12$
 <br>Second expression $2 + 10 = 12$
<br>Since both expression give same values i.e. $12$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $2 * 6$ and $14 - 2$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $2 * 6 = 12$
 <br>Second expression $14 - 2 = 12$
<br>Since both expression give same values i.e. $12$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $1 + 6$ and $1 * 7$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $1 + 6 = 7$
 <br>Second expression $1 * 7 = 7$
<br>Since both expression give same values i.e. $7$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $15 + 8$ and $10 * 5$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $15 + 8 = 23$
 <br>Second expression $10 * 5 = 50$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $17 - 5$ and $2 + 10$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $17 - 5 = 12$
 <br>Second expression $2 + 10 = 12$
<br>Since both expression give same values i.e. $12$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $13 - 1$ and $8 + 4$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $13 - 1 = 12$
 <br>Second expression $8 + 4 = 12$
<br>Since both expression give same values i.e. $12$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $14 - 10$ and $4 + 0$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $14 - 10 = 4$
 <br>Second expression $4 + 0 = 4$
<br>Since both expression give same values i.e. $4$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $19 + 14$ and $11 - 15$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $19 + 14 = 33$
 <br>Second expression $11 - 15 = -4$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $17 + 8$ and $21 - 22$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $17 + 8 = 25$
 <br>Second expression $21 - 22 = -1$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $2 + 6$ and $4 * 2$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $2 + 6 = 8$
 <br>Second expression $4 * 2 = 8$
<br>Since both expression give same values i.e. $8$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $4 * 4$ and $20 - 4$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $4 * 4 = 16$
 <br>Second expression $20 - 4 = 16$
<br>Since both expression give same values i.e. $16$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $9 - 1$ and $18 + 24$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $9 - 1 = 8$
 <br>Second expression $18 + 24 = 42$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $18 - 4$ and $7 + 20$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $18 - 4 = 14$
 <br>Second expression $7 + 20 = 27$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $2 * 4$ and $16 - 0$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $2 * 4 = 8$
 <br>Second expression $16 - 0 = 16$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $16 - 3$ and $9 + 16$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $16 - 3 = 13$
 <br>Second expression $9 + 16 = 25$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $23 - 15$ and $8 * 1$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $23 - 15 = 8$
 <br>Second expression $8 * 1 = 8$
<br>Since both expression give same values i.e. $8$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $9 * 2$ and $17 + 21$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $9 * 2 = 18$
 <br>Second expression $17 + 21 = 38$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $22 - 20$ and $2 * 1$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $22 - 20 = 2$
 <br>Second expression $2 * 1 = 2$
<br>Since both expression give same values i.e. $2$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $8 + 20$ and $25 - 15$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $8 + 20 = 28$
 <br>Second expression $25 - 15 = 10$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $8 - 17$ and $22 + 6$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $8 - 17 = -9$
 <br>Second expression $22 + 6 = 28$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $8 * 9$ and $4 + 9$, will they form equation",False,,,,True,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $8 * 9 = 72$
 <br>Second expression $4 + 9 = 13$
<br>Since both expressions give different values, the answer is False",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $3 * 6$ and $24 - 6$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $3 * 6 = 18$
 <br>Second expression $24 - 6 = 18$
<br>Since both expression give same values i.e. $18$, answer is True",
text,1,30102,2,"
====================Question====================
 <br> If two expressions are $22 - 10$ and $10 + 2$, will they form equation",True,,,,False,,,60,3,,," 
====================Solution====================<br>
            
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $22 - 10 = 12$
 <br>Second expression $10 + 2 = 12$
<br>Since both expression give same values i.e. $12$, answer is True",
