Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,Text,30202,1,Ali had 46 tomatoes before giving 13 tomatoes to Aditya. Select the correct statement from below.<br>Let $x$ be the number of tomatoes after Ali gave them to Aditya,$ x + 13 - 13 = 46 - 13 $,,,,$ x + 13 + 13 = 46 + 13 $,$ (x + 13) \times 13 = 46 \times 13 $,$(x + 13) \div 13 = 46 \div 13 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 13 items were given is 46.<br>Therefore we can write that as $x + 13=46$ <br>By subtracting 13 on both sides<br>We get the equation as $x + 13 - 13 = 46 - 13$.,
text,Text,30202,1,Sita had 43 tickets before giving 15 tickets to Bhavya. Select the correct statement from below.<br>Let $x$ be the number of tickets after Sita gave them to Bhavya,$ x + 15 - 15 = 43 - 15 $,,,,$ x + 15 + 15 = 43 + 15 $,$ (x + 15) \times 15 = 43 \times 15 $,$(x + 15) \div 15 = 43 \div 15 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 15 items were given is 43.<br>Therefore we can write that as $x + 15=43$ <br>By subtracting 15 on both sides<br>We get the equation as $x + 15 - 15 = 43 - 15$.,
text,Text,30202,1,Sristi had 27 pen caps before Sristi lost 4. Select the correct statement from below.<br>Let $x$ be the number of pen caps after Sristi lost them,$ x + 4 - 4 = 27 - 4 $,,,,$ x + 4 + 4 = 27 + 4 $,$ (x + 4) \times 4 = 27 \times 4 $,$(x + 4) \div 4 = 27 \div 4 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 4 items were lost is 27.<br>Therefore we can write that as $x + 4=27$ <br>By subtracting 4 on both sides<br>We get the equation as $x + 4 - 4 = 27 - 4$.,
text,Text,30202,1,"Aditya had 25 hours to complete homework, but Aditya spent 13 hours playing. How many hours are left for Aditya to complete homework? Select the correct statement from below.<br>Let $x$ be the amount of time Aditya has now.",$ x + 13 - 13 = 25 - 13 $,,,,$ x + 13 + 13 = 25 + 13 $,$ (x + 13) \times 13 = 25 \times 13 $,$(x + 13) \div 13 = 25 \div 13 $,60,3,,,Let the current time left be $x$.<br>The initial time was 25 Hours and 13 Hours were spent.<br>Therefore we can write the equation as $x + 25 = 13$<br>By subtracting 25 from both sides<br>We get the equation as $x + 13 - 13 = 13 - 25$.,
text,Text,30202,1,Sita had 50 mangos before giving 4 mangos to Bhavya. Select the correct statement from below.<br>Let $x$ be the number of mangos after Sita gave them to Bhavya,$ x + 4 - 4 = 50 - 4 $,,,,$ x + 4 + 4 = 50 + 4 $,$ (x + 4) \times 4 = 50 \times 4 $,$(x + 4) \div 4 = 50 \div 4 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 4 items were given is 50.<br>Therefore we can write that as $x + 4=50$ <br>By subtracting 4 on both sides<br>We get the equation as $x + 4 - 4 = 50 - 4$.,
text,Text,30202,1,Sita had 41 onions before giving 1 onions to Ram. Select the correct statement from below.<br>Let $x$ be the number of onions after Sita gave them to Ram,$ x + 1 - 1 = 41 - 1 $,,,,$ x + 1 + 1 = 41 + 1 $,$ (x + 1) \times 1 = 41 \times 1 $,$(x + 1) \div 1 = 41 \div 1 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 1 items were given is 41.<br>Therefore we can write that as $x + 1=41$ <br>By subtracting 1 on both sides<br>We get the equation as $x + 1 - 1 = 41 - 1$.,
text,Text,30202,1,Ali had 36 pen caps before Ali lost 16. Select the correct statement from below.<br>Let $x$ be the number of pen caps after Ali lost them,$ x + 16 - 16 = 36 - 16 $,,,,$ x + 16 + 16 = 36 + 16 $,$ (x + 16) \times 16 = 36 \times 16 $,$(x + 16) \div 16 = 36 \div 16 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 16 items were lost is 36.<br>Therefore we can write that as $x + 16=36$ <br>By subtracting 16 on both sides<br>We get the equation as $x + 16 - 16 = 36 - 16$.,
text,Text,30202,1,Ram had 41 sanitizers before lending 2 sanitizers to Thomas. Select the correct statement from below.<br>Let $x$ be the number of sanitizers after sanitizers gave them to Ram,$ x + 2 - 2 = 41 - 2 $,,,,$ x + 2 + 2 = 41 + 2 $,$ (x + 2) \times 2 = 41 \times 2 $,$(x + 2) \div 2 = 41 \div 2 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 2 items were lent is 41.<br>Therefore we can write that as $x + 2=41$ <br>By subtracting 2 on both sides<br>We get the equation as $x + 2 - 2 = 41 - 2$.,
text,Text,30202,1,Nidhi had 40 hair bands before Nidhi lost 3. Select the correct statement from below.<br>Let $x$ be the number of hair bands after Nidhi lost them,$ x + 3 - 3 = 40 - 3 $,,,,$ x + 3 + 3 = 40 + 3 $,$ (x + 3) \times 3 = 40 \times 3 $,$(x + 3) \div 3 = 40 \div 3 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 3 items were lost is 40.<br>Therefore we can write that as $x + 3=40$ <br>By subtracting 3 on both sides<br>We get the equation as $x + 3 - 3 = 40 - 3$.,
text,Text,30202,1,Mary had 38 apples before giving 5 apples to Karan. Select the correct statement from below.<br>Let $x$ be the number of apples after Mary gave them to Karan,$ x + 5 - 5 = 38 - 5 $,,,,$ x + 5 + 5 = 38 + 5 $,$ (x + 5) \times 5 = 38 \times 5 $,$(x + 5) \div 5 = 38 \div 5 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 5 items were given is 38.<br>Therefore we can write that as $x + 5=38$ <br>By subtracting 5 on both sides<br>We get the equation as $x + 5 - 5 = 38 - 5$.,
text,Text,30202,1,Sristi had 43 shirt buttons before Sristi lost 10. Select the correct statement from below.<br>Let $x$ be the number of shirt buttons after Sristi lost them,$ x + 10 - 10 = 43 - 10 $,,,,$ x + 10 + 10 = 43 + 10 $,$ (x + 10) \times 10 = 43 \times 10 $,$(x + 10) \div 10 = 43 \div 10 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 10 items were lost is 43.<br>Therefore we can write that as $x + 10=43$ <br>By subtracting 10 on both sides<br>We get the equation as $x + 10 - 10 = 43 - 10$.,
text,Text,30202,1,"Aditya had 41 months to complete project, but Aditya spent 9 playing. How many months are left for Aditya to complete homework? Select the correct statement from below.<br>Let $x$ be the amount of time Aditya has now.",$ x + 9 - 9 = 41 - 9 $,,,,$ x + 9 + 9 = 41 + 9 $,$ (x + 9) \times 9 = 41 \times 9 $,$(x + 9) \div 9 = 41 \div 9 $,60,3,,,Let the current time left be $x$.<br>The initial time was 41 months and 9 months were spent.<br>Therefore we can write the equation as $x + 41 = 9$<br>By subtracting 41 from both sides<br>We get the equation as $x + 9 - 9 = 9 - 41$.,
text,Text,30202,1,Ali had 42 shirt buttons before Ali lost 5. Select the correct statement from below.<br>Let $x$ be the number of shirt buttons after Ali lost them,$ x + 5 - 5 = 42 - 5 $,,,,$ x + 5 + 5 = 42 + 5 $,$ (x + 5) \times 5 = 42 \times 5 $,$(x + 5) \div 5 = 42 \div 5 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 5 items were lost is 42.<br>Therefore we can write that as $x + 5=42$ <br>By subtracting 5 on both sides<br>We get the equation as $x + 5 - 5 = 42 - 5$.,
text,Text,30202,1,Sita had 47 bags before Sita lost 5. Select the correct statement from below.<br>Let $x$ be the number of bags after Sita lost them,$ x + 5 - 5 = 47 - 5 $,,,,$ x + 5 + 5 = 47 + 5 $,$ (x + 5) \times 5 = 47 \times 5 $,$(x + 5) \div 5 = 47 \div 5 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 5 items were lost is 47.<br>Therefore we can write that as $x + 5=47$ <br>By subtracting 5 on both sides<br>We get the equation as $x + 5 - 5 = 47 - 5$.,
text,Text,30202,1,Thomas had 33 tomatoes before giving 22 tomatoes to Aditya. Select the correct statement from below.<br>Let $x$ be the number of tomatoes after Thomas gave them to Aditya,$ x + 22 - 22 = 33 - 22 $,,,,$ x + 22 + 22 = 33 + 22 $,$ (x + 22) \times 22 = 33 \times 22 $,$(x + 22) \div 22 = 33 \div 22 $,60,3,,,Let the current number of items be $x$.<br>The initial amount of items before 22 items were given is 33.<br>Therefore we can write that as $x + 22=33$ <br>By subtracting 22 on both sides<br>We get the equation as $x + 22 - 22 = 33 - 22$.,
text,Text,30202,1,"Thomas had 48 months to complete project, but Thomas spent 14 eating. How many months are left for Thomas to complete homework? Select the correct statement from below.<br>Let $x$ be the amount of time Thomas has now.",$ x + 14 - 14 = 48 - 14 $,,,,$ x + 14 + 14 = 48 + 14 $,$ (x + 14) \times 14 = 48 \times 14 $,$(x + 14) \div 14 = 48 \div 14 $,60,3,,,Let the current time left be $x$.<br>The initial time was 48 months and 14 months were spent.<br>Therefore we can write the equation as $x + 48 = 14$<br>By subtracting 48 from both sides<br>We get the equation as $x + 14 - 14 = 14 - 48$.,
