Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,3,"Gayatri and Isha have a total of 18 litres of Mango juice. If Isha has $\dfrac{5}{6}$ times the Mango juice that Gayatri has, how many litres of Mango juice does each one have?
",Gayatri has $108/11$ litres of Mango juice and Isha has $90/11$ litres of Mango juice,,,,Gayatri has $23$ litres of Mango juice and Isha has $5$ litres of Mango juice,Gayatri has $29$ litres of Mango juice and Isha has $145/6$ litres of Mango juice,Gayatri has $90/11$ litres of Mango juice and Isha has $108/11$ litres of Mango juice,60,3,,,"let Gayatri has $x$ litres of Mango juice.
    <br/>Since, Isha has $\dfrac{5}{6}$ times the Mango juice that Gayatri has
        <br/>Therefore, Isha will have ($\dfrac{5}{6}$)* $x$ litres of Mango juice.  
    <br/>Since, Gayatri and Isha have a total of $18$ litres of Mango juice
        <br/>=>$x+($$\dfrac{5}{6}$$)*x=18$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{5}{6}$$)*x=18$
 <br/>   => $(\dfrac{11}{6})* x =18$
<br/>Dividing both the sides by $\dfrac{11}{6}$
 <br/>   => $x=\dfrac{18}{11/6}$
 <br/>   => $x=108/11$
 <br/>   => $($$\dfrac{5}{6}$$)*x = ($$\dfrac{5}{6}$$)*(\dfrac{18}{11/6})=90/11$
<br/>Hence, Gayatri has $108/11$ litres of Mango juice and Isha has $90/11$ litres of Mango juice 
",
text,1,30203,3,"Ganesh and Utkarsh have a total of 27 litres of water. If Utkarsh has $\dfrac{2}{4}$ times the water that Ganesh has, how many litres of water does each one have?
",Ganesh has $18$ litres of water and Utkarsh has $9$ litres of water,,,,Ganesh has $25$ litres of water and Utkarsh has $2$ litres of water,Ganesh has $19$ litres of water and Utkarsh has $19/2$ litres of water,Ganesh has $9$ litres of water and Utkarsh has $18$ litres of water,60,3,,,"let Ganesh has $x$ litres of water.
    <br/>Since, Utkarsh has $\dfrac{2}{4}$ times the water that Ganesh has
        <br/>Therefore, Utkarsh will have ($\dfrac{2}{4}$)* $x$ litres of water.  
    <br/>Since, Ganesh and Utkarsh have a total of $27$ litres of water
        <br/>=>$x+($$\dfrac{2}{4}$$)*x=27$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{2}{4}$$)*x=27$
 <br/>   => $(\dfrac{6}{4})* x =27$
<br/>Dividing both the sides by $\dfrac{6}{4}$
 <br/>   => $x=\dfrac{27}{3/2}$
 <br/>   => $x=18$
 <br/>   => $($$\dfrac{2}{4}$$)*x = ($$\dfrac{2}{4}$$)*(\dfrac{27}{3/2})=9$
<br/>Hence, Ganesh has $18$ litres of water and Utkarsh has $9$ litres of water 
",
text,1,30203,3,"Yash and Pooja have a total of 43 litres of Milk. If Pooja has $\dfrac{1}{2}$ times the Milk that Yash has, how many litres of Milk does each one have?
",Yash has $86/3$ litres of Milk and Pooja has $43/3$ litres of Milk,,,,Yash has $20$ litres of Milk and Pooja has $23$ litres of Milk,Yash has $15$ litres of Milk and Pooja has $15/2$ litres of Milk,Yash has $43/3$ litres of Milk and Pooja has $86/3$ litres of Milk,60,3,,,"let Yash has $x$ litres of Milk.
    <br/>Since, Pooja has $\dfrac{1}{2}$ times the Milk that Yash has
        <br/>Therefore, Pooja will have ($\dfrac{1}{2}$)* $x$ litres of Milk.  
    <br/>Since, Yash and Pooja have a total of $43$ litres of Milk
        <br/>=>$x+($$\dfrac{1}{2}$$)*x=43$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{1}{2}$$)*x=43$
 <br/>   => $(\dfrac{3}{2})* x =43$
<br/>Dividing both the sides by $\dfrac{3}{2}$
 <br/>   => $x=\dfrac{43}{3/2}$
 <br/>   => $x=86/3$
 <br/>   => $($$\dfrac{1}{2}$$)*x = ($$\dfrac{1}{2}$$)*(\dfrac{43}{3/2})=43/3$
<br/>Hence, Yash has $86/3$ litres of Milk and Pooja has $43/3$ litres of Milk 
",
text,1,30203,3,"Aabha and Gagan have a total of 13 litres of Apple juice. If Gagan has $\dfrac{4}{5}$ times the Apple juice that Aabha has, how many litres of Apple juice does each one have?
",Aabha has $65/9$ litres of Apple juice and Gagan has $52/9$ litres of Apple juice,,,,Aabha has $24$ litres of Apple juice and Gagan has $11$ litres of Apple juice,Aabha has $18$ litres of Apple juice and Gagan has $72/5$ litres of Apple juice,Aabha has $52/9$ litres of Apple juice and Gagan has $65/9$ litres of Apple juice,60,3,,,"let Aabha has $x$ litres of Apple juice.
    <br/>Since, Gagan has $\dfrac{4}{5}$ times the Apple juice that Aabha has
        <br/>Therefore, Gagan will have ($\dfrac{4}{5}$)* $x$ litres of Apple juice.  
    <br/>Since, Aabha and Gagan have a total of $13$ litres of Apple juice
        <br/>=>$x+($$\dfrac{4}{5}$$)*x=13$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{4}{5}$$)*x=13$
 <br/>   => $(\dfrac{9}{5})* x =13$
<br/>Dividing both the sides by $\dfrac{9}{5}$
 <br/>   => $x=\dfrac{13}{9/5}$
 <br/>   => $x=65/9$
 <br/>   => $($$\dfrac{4}{5}$$)*x = ($$\dfrac{4}{5}$$)*(\dfrac{13}{9/5})=52/9$
<br/>Hence, Aabha has $65/9$ litres of Apple juice and Gagan has $52/9$ litres of Apple juice 
",
text,1,30203,3,"Gauravi and Abhijeet have a total of 22 litres of Milk. If Abhijeet has $\dfrac{2}{3}$ times the Milk that Gauravi has, how many litres of Milk does each one have?
",Gauravi has $66/5$ litres of Milk and Abhijeet has $44/5$ litres of Milk,,,,Gauravi has $7$ litres of Milk and Abhijeet has $15$ litres of Milk,Gauravi has $23$ litres of Milk and Abhijeet has $46/3$ litres of Milk,Gauravi has $44/5$ litres of Milk and Abhijeet has $66/5$ litres of Milk,60,3,,,"let Gauravi has $x$ litres of Milk.
    <br/>Since, Abhijeet has $\dfrac{2}{3}$ times the Milk that Gauravi has
        <br/>Therefore, Abhijeet will have ($\dfrac{2}{3}$)* $x$ litres of Milk.  
    <br/>Since, Gauravi and Abhijeet have a total of $22$ litres of Milk
        <br/>=>$x+($$\dfrac{2}{3}$$)*x=22$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{2}{3}$$)*x=22$
 <br/>   => $(\dfrac{5}{3})* x =22$
<br/>Dividing both the sides by $\dfrac{5}{3}$
 <br/>   => $x=\dfrac{22}{5/3}$
 <br/>   => $x=66/5$
 <br/>   => $($$\dfrac{2}{3}$$)*x = ($$\dfrac{2}{3}$$)*(\dfrac{22}{5/3})=44/5$
<br/>Hence, Gauravi has $66/5$ litres of Milk and Abhijeet has $44/5$ litres of Milk 
",
text,1,30203,3,"Kshitij and Gauravi have a total of 47 litres of Soft drink. If Gauravi has $\dfrac{2}{6}$ times the Soft drink that Kshitij has, how many litres of Soft drink does each one have?
",Kshitij has $141/4$ litres of Soft drink and Gauravi has $47/4$ litres of Soft drink,,,,Kshitij has $13$ litres of Soft drink and Gauravi has $34$ litres of Soft drink,Kshitij has $15$ litres of Soft drink and Gauravi has $5$ litres of Soft drink,Kshitij has $47/4$ litres of Soft drink and Gauravi has $141/4$ litres of Soft drink,60,3,,,"let Kshitij has $x$ litres of Soft drink.
    <br/>Since, Gauravi has $\dfrac{2}{6}$ times the Soft drink that Kshitij has
        <br/>Therefore, Gauravi will have ($\dfrac{2}{6}$)* $x$ litres of Soft drink.  
    <br/>Since, Kshitij and Gauravi have a total of $47$ litres of Soft drink
        <br/>=>$x+($$\dfrac{2}{6}$$)*x=47$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{2}{6}$$)*x=47$
 <br/>   => $(\dfrac{8}{6})* x =47$
<br/>Dividing both the sides by $\dfrac{8}{6}$
 <br/>   => $x=\dfrac{47}{4/3}$
 <br/>   => $x=141/4$
 <br/>   => $($$\dfrac{2}{6}$$)*x = ($$\dfrac{2}{6}$$)*(\dfrac{47}{4/3})=47/4$
<br/>Hence, Kshitij has $141/4$ litres of Soft drink and Gauravi has $47/4$ litres of Soft drink 
",
text,1,30203,3,"Prajwal and Shivani have a total of 10 litres of Apple juice. If Shivani has $\dfrac{2}{3}$ times the Apple juice that Prajwal has, how many litres of Apple juice does each one have?
",Prajwal has $6$ litres of Apple juice and Shivani has $4$ litres of Apple juice,,,,Prajwal has $21$ litres of Apple juice and Shivani has $11$ litres of Apple juice,Prajwal has $22$ litres of Apple juice and Shivani has $44/3$ litres of Apple juice,Prajwal has $4$ litres of Apple juice and Shivani has $6$ litres of Apple juice,60,3,,,"let Prajwal has $x$ litres of Apple juice.
    <br/>Since, Shivani has $\dfrac{2}{3}$ times the Apple juice that Prajwal has
        <br/>Therefore, Shivani will have ($\dfrac{2}{3}$)* $x$ litres of Apple juice.  
    <br/>Since, Prajwal and Shivani have a total of $10$ litres of Apple juice
        <br/>=>$x+($$\dfrac{2}{3}$$)*x=10$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{2}{3}$$)*x=10$
 <br/>   => $(\dfrac{5}{3})* x =10$
<br/>Dividing both the sides by $\dfrac{5}{3}$
 <br/>   => $x=\dfrac{10}{5/3}$
 <br/>   => $x=6$
 <br/>   => $($$\dfrac{2}{3}$$)*x = ($$\dfrac{2}{3}$$)*(\dfrac{10}{5/3})=4$
<br/>Hence, Prajwal has $6$ litres of Apple juice and Shivani has $4$ litres of Apple juice 
",
text,1,30203,3,"Tushar and Mehul have a total of 58 litres of Apple juice. If Tushar has $\dfrac{2}{3}$ times the Apple juice that Mehul has, how many litres of Apple juice does each one have?
",Mehul has $174/5$ litres of Apple juice and Tushar has $116/5$ litres of Apple juice,,,,Mehul has $23$ litres of Apple juice and Tushar has $35$ litres of Apple juice,Mehul has $19$ litres of Apple juice and Tushar has $38/3$ litres of Apple juice,Mehul has $116/5$ litres of Apple juice and Tushar has $174/5$ litres of Apple juice,60,3,,,"let Mehul has $x$ litres of Apple juice.
    <br/>Since, Tushar has $\dfrac{2}{3}$ times the Apple juice that Mehul has
        <br/>Therefore, Tushar will have ($\dfrac{2}{3}$)* $x$ litres of Apple juice.  
    <br/>Since, Mehul and Tushar have a total of $58$ litres of Apple juice
        <br/>=>$x+($$\dfrac{2}{3}$$)*x=58$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{2}{3}$$)*x=58$
 <br/>   => $(\dfrac{5}{3})* x =58$
<br/>Dividing both the sides by $\dfrac{5}{3}$
 <br/>   => $x=\dfrac{58}{5/3}$
 <br/>   => $x=174/5$
 <br/>   => $($$\dfrac{2}{3}$$)*x = ($$\dfrac{2}{3}$$)*(\dfrac{58}{5/3})=116/5$
<br/>Hence, Mehul has $174/5$ litres of Apple juice and Tushar has $116/5$ litres of Apple juice 
",
text,1,30203,3,"Gopal and Manish have a total of 34 litres of Mango juice. If Manish has $\dfrac{3}{4}$ times the Mango juice that Gopal has, how many litres of Mango juice does each one have?
",Gopal has $136/7$ litres of Mango juice and Manish has $102/7$ litres of Mango juice,,,,Gopal has $10$ litres of Mango juice and Manish has $24$ litres of Mango juice,Gopal has $12$ litres of Mango juice and Manish has $9$ litres of Mango juice,Gopal has $102/7$ litres of Mango juice and Manish has $136/7$ litres of Mango juice,60,3,,,"let Gopal has $x$ litres of Mango juice.
    <br/>Since, Manish has $\dfrac{3}{4}$ times the Mango juice that Gopal has
        <br/>Therefore, Manish will have ($\dfrac{3}{4}$)* $x$ litres of Mango juice.  
    <br/>Since, Gopal and Manish have a total of $34$ litres of Mango juice
        <br/>=>$x+($$\dfrac{3}{4}$$)*x=34$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{3}{4}$$)*x=34$
 <br/>   => $(\dfrac{7}{4})* x =34$
<br/>Dividing both the sides by $\dfrac{7}{4}$
 <br/>   => $x=\dfrac{34}{7/4}$
 <br/>   => $x=136/7$
 <br/>   => $($$\dfrac{3}{4}$$)*x = ($$\dfrac{3}{4}$$)*(\dfrac{34}{7/4})=102/7$
<br/>Hence, Gopal has $136/7$ litres of Mango juice and Manish has $102/7$ litres of Mango juice 
",
text,1,30203,3,"Gauravi and Abhijeet have a total of 10 litres of Mango juice. If Abhijeet has $\dfrac{2}{3}$ times the Mango juice that Gauravi has, how many litres of Mango juice does each one have?
",Gauravi has $6$ litres of Mango juice and Abhijeet has $4$ litres of Mango juice,,,,Gauravi has $17$ litres of Mango juice and Abhijeet has $7$ litres of Mango juice,Gauravi has $15$ litres of Mango juice and Abhijeet has $10$ litres of Mango juice,Gauravi has $4$ litres of Mango juice and Abhijeet has $6$ litres of Mango juice,60,3,,,"let Gauravi has $x$ litres of Mango juice.
    <br/>Since, Abhijeet has $\dfrac{2}{3}$ times the Mango juice that Gauravi has
        <br/>Therefore, Abhijeet will have ($\dfrac{2}{3}$)* $x$ litres of Mango juice.  
    <br/>Since, Gauravi and Abhijeet have a total of $10$ litres of Mango juice
        <br/>=>$x+($$\dfrac{2}{3}$$)*x=10$       
        <br/>Taking $x$ common from both the terms in L.H.S :-
        <br/>=> $(1+$$\dfrac{2}{3}$$)*x=10$
 <br/>   => $(\dfrac{5}{3})* x =10$
<br/>Dividing both the sides by $\dfrac{5}{3}$
 <br/>   => $x=\dfrac{10}{5/3}$
 <br/>   => $x=6$
 <br/>   => $($$\dfrac{2}{3}$$)*x = ($$\dfrac{2}{3}$$)*(\dfrac{10}{5/3})=4$
<br/>Hence, Gauravi has $6$ litres of Mango juice and Abhijeet has $4$ litres of Mango juice 
",
