Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,3020101,1,"The sum of a cetrtain number and three is eight,represent in equation",$y+3=8$,,,,$3y=8$,$3y+3=8$,$y=3-8$,60,3,,,"Let's say certain no. will be :$y$
Sum means addition
Constant terms are : $3$ and $8$
solution would be : $y+3=8$
",
text,1,3020101,1,"The sum of a cetrtain number and nine is eight,represent in equation",$c+9=8$,,,,$9c=8$,$9c+9=8$,$c=9-8$,60,3,,,"Let's say certain no. will be :$c$
Sum means addition
Constant terms are : $9$ and $8$
solution would be : $c+9=8$
",
text,1,3020101,1,"The sum of a cetrtain number and five is nine,represent in equation",$c+5=9$,,,,$5c=9$,$5c+5=9$,$c=5-9$,60,3,,,"Let's say certain no. will be :$c$
Sum means addition
Constant terms are : $5$ and $9$
solution would be : $c+5=9$
",
text,1,3020101,1,"The sum of a cetrtain number and nine is five,represent in equation",$c+9=5$,,,,$9c=5$,$9c+9=5$,$c=9-5$,60,3,,,"Let's say certain no. will be :$c$
Sum means addition
Constant terms are : $9$ and $5$
solution would be : $c+9=5$
",
text,1,3020101,1,"The sum of a cetrtain number and four is twelve,represent in equation",$c+4=12$,,,,$4c=12$,$4c+4=12$,$c=4-12$,60,3,,,"Let's say certain no. will be :$c$
Sum means addition
Constant terms are : $4$ and $12$
solution would be : $c+4=12$
",
text,1,3020101,1,"The sum of a cetrtain number and nine is ten,represent in equation",$y+9=10$,,,,$9y=10$,$9y+9=10$,$y=9-10$,60,3,,,"Let's say certain no. will be :$y$
Sum means addition
Constant terms are : $9$ and $10$
solution would be : $y+9=10$
",
text,1,3020101,1,"The sum of a cetrtain number and four is three,represent in equation",$c+4=3$,,,,$4c=3$,$4c+4=3$,$c=4-3$,60,3,,,"Let's say certain no. will be :$c$
Sum means addition
Constant terms are : $4$ and $3$
solution would be : $c+4=3$
",
text,1,3020101,1,"The sum of a cetrtain number and six is nine,represent in equation",$x+6=9$,,,,$6x=9$,$6x+6=9$,$x=6-9$,60,3,,,"Let's say certain no. will be :$x$
Sum means addition
Constant terms are : $6$ and $9$
solution would be : $x+6=9$
",
text,1,3020101,1,"The sum of a cetrtain number and ten is fifteen,represent in equation",$x+10=15$,,,,$10x=15$,$10x+10=15$,$x=10-15$,60,3,,,"Let's say certain no. will be :$x$
Sum means addition
Constant terms are : $10$ and $15$
solution would be : $x+10=15$
",
text,1,3020101,1,"The sum of a cetrtain number and seven is sixteen,represent in equation",$y+7=16$,,,,$7y=16$,$7y+7=16$,$y=7-16$,60,3,,,"Let's say certain no. will be :$y$
Sum means addition
Constant terms are : $7$ and $16$
solution would be : $y+7=16$
",
text,1,3020101,1,"The sum of a cetrtain number and six is three,represent in equation",$x+6=3$,,,,$6x=3$,$6x+6=3$,$x=6-3$,60,3,,,"Let's say certain no. will be :$x$
Sum means addition
Constant terms are : $6$ and $3$
solution would be : $x+6=3$
",
text,1,3020101,1,"The sum of a cetrtain number and five is eight,represent in equation",$x+5=8$,,,,$5x=8$,$5x+5=8$,$x=5-8$,60,3,,,"Let's say certain no. will be :$x$
Sum means addition
Constant terms are : $5$ and $8$
solution would be : $x+5=8$
",
text,1,3020101,1,"The sum of a cetrtain number and three is eighteen,represent in equation",$a+3=18$,,,,$3a=18$,$3a+3=18$,$a=3-18$,60,3,,,"Let's say certain no. will be :$a$
Sum means addition
Constant terms are : $3$ and $18$
solution would be : $a+3=18$
",
text,1,3020101,1,"The sum of a cetrtain number and eight is five,represent in equation",$x+8=5$,,,,$8x=5$,$8x+8=5$,$x=8-5$,60,3,,,"Let's say certain no. will be :$x$
Sum means addition
Constant terms are : $8$ and $5$
solution would be : $x+8=5$
",
text,1,3020101,1,"The sum of a cetrtain number and eight is three,represent in equation",$c+8=3$,,,,$8c=3$,$8c+8=3$,$c=8-3$,60,3,,,"Let's say certain no. will be :$c$
Sum means addition
Constant terms are : $8$ and $3$
solution would be : $c+8=3$
",
text,1,3020101,1,"The sum of a cetrtain number and seven is nineteen,represent in equation",$b+7=19$,,,,$7b=19$,$7b+7=19$,$b=7-19$,60,3,,,"Let's say certain no. will be :$b$
Sum means addition
Constant terms are : $7$ and $19$
solution would be : $b+7=19$
",
text,1,3020101,1,"The sum of a cetrtain number and three is thirteen,represent in equation",$x+3=13$,,,,$3x=13$,$3x+3=13$,$x=3-13$,60,3,,,"Let's say certain no. will be :$x$
Sum means addition
Constant terms are : $3$ and $13$
solution would be : $x+3=13$
",
text,1,3020101,1,"The sum of a cetrtain number and eight is seventeen,represent in equation",$y+8=17$,,,,$8y=17$,$8y+8=17$,$y=8-17$,60,3,,,"Let's say certain no. will be :$y$
Sum means addition
Constant terms are : $8$ and $17$
solution would be : $y+8=17$
",
