Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,2,"For the equation $7z = 20$, is the value of $z = 2$ ? (Yes/No)",No,,,,Yes,,,60,3,,,"$7z = 20$
$\dfrac{7z}{7} = \dfrac{20}{7}$            (Dividing 7 on both sides)
$z = \dfrac{20}{7}$
$z = 2.857142857142857$",
text,1,30203,2,"For the equation $9c = 28$, is the value of $c = 3$ ? (Yes/No)",No,,,,Yes,,,60,3,,,"$9c = 28$
$\dfrac{9c}{9} = \dfrac{28}{9}$            (Dividing 9 on both sides)
$c = \dfrac{28}{9}$
$c = 3.111111111111111$",
text,1,30203,2,"For the equation $10a = 30$, is the value of $a = 3$ ? (Yes/No)",Yes,,,,No,,,60,3,,,"$10a = 30$
$\dfrac{10a}{10} = \dfrac{30}{10}$            (Dividing 10 on both sides)
$a = \dfrac{30}{10}$
$a = 3.0$",
text,1,30203,2,"For the equation $8c = 23$, is the value of $c = 2$ ? (Yes/No)",No,,,,Yes,,,60,3,,,"$8c = 23$
$\dfrac{8c}{8} = \dfrac{23}{8}$            (Dividing 8 on both sides)
$c = \dfrac{23}{8}$
$c = 2.875$",
text,1,30203,2,"For the equation $4c = 23$, is the value of $c = 5$ ? (Yes/No)",No,,,,Yes,,,60,3,,,"$4c = 23$
$\dfrac{4c}{4} = \dfrac{23}{4}$            (Dividing 4 on both sides)
$c = \dfrac{23}{4}$
$c = 5.75$",
text,1,30203,2,"For the equation $6x = 26$, is the value of $x = 4$ ? (Yes/No)",No,,,,Yes,,,60,3,,,"$6x = 26$
$\dfrac{6x}{6} = \dfrac{26}{6}$            (Dividing 6 on both sides)
$x = \dfrac{26}{6}$
$x = 4.333333333333333$",
text,1,30203,2,"For the equation $2b = 20$, is the value of $b = 10$ ? (Yes/No)",Yes,,,,No,,,60,3,,,"$2b = 20$
$\dfrac{2b}{2} = \dfrac{20}{2}$            (Dividing 2 on both sides)
$b = \dfrac{20}{2}$
$b = 10.0$",
text,1,30203,2,"For the equation $3y = 29$, is the value of $y = 9$ ? (Yes/No)",No,,,,Yes,,,60,3,,,"$3y = 29$
$\dfrac{3y}{3} = \dfrac{29}{3}$            (Dividing 3 on both sides)
$y = \dfrac{29}{3}$
$y = 9.666666666666666$",
text,1,30203,2,"For the equation $3y = 25$, is the value of $y = 8$ ? (Yes/No)",No,,,,Yes,,,60,3,,,"$3y = 25$
$\dfrac{3y}{3} = \dfrac{25}{3}$            (Dividing 3 on both sides)
$y = \dfrac{25}{3}$
$y = 8.333333333333334$",
text,1,30203,2,"For the equation $10x = 21$, is the value of $x = 2$ ? (Yes/No)",No,,,,Yes,,,60,3,,,"$10x = 21$
$\dfrac{10x}{10} = \dfrac{21}{10}$            (Dividing 10 on both sides)
$x = \dfrac{21}{10}$
$x = 2.1$",
