Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,v3_15,30203,7,"Vinay has some shirts. Vinay sells 18 of them in the market and left with 73 shirts How many shirts Vinay had initially ?.
",Vinay had 91 shirts,,,,Vinay had 92 shirts,Vinay had 54 shirts,Vinay had 55 shirts,60,3,,,"Let us assume that the number of shirts with Vinay at first be $x$<br/>Vinay sold $18$shirts and left with $73$shirts<br/> Number of shirts left =  Number of shirts initially -  Number of shirts sold at the market <br/> Therefore,$x -18 = 73$ <br/>$x - 18 + 18 = 73 + 18$   (Add $18$ to both sides)<br/>$ x + 0 =91$<br/>$ x = 91$<br/> Thus, there were $91$ shirts with Vinay at first",
text,v3_15,30203,7,"Yash has some pencils. Yash sells 19 of them in the market and left with 74 pencils How many pencils Yash had initially ?.
",Yash had 93 pencils,,,,Yash had 94 pencils,Yash had 54 pencils,Yash had 55 pencils,60,3,,,"Let us assume that the number of pencils with Yash at first be $x$<br/>Yash sold $19$pencils and left with $74$pencils<br/> Number of pencils left =  Number of pencils initially -  Number of pencils sold at the market <br/> Therefore,$x -19 = 74$ <br/>$x - 19 + 19 = 74 + 19$   (Add $19$ to both sides)<br/>$ x + 0 =93$<br/>$ x = 93$<br/> Thus, there were $93$ pencils with Yash at first",
text,v3_15,30203,7,"Prathamesh has some Watermelons. Prathamesh sells 12 of them in the market and left with 91 Watermelons How many Watermelons Prathamesh had initially ?.
",Prathamesh had 103 Watermelons,,,,Prathamesh had 104 Watermelons,Prathamesh had 78 Watermelons,Prathamesh had 79 Watermelons,60,3,,,"Let us assume that the number of Watermelons with Prathamesh at first be $x$<br/>Prathamesh sold $12$Watermelons and left with $91$Watermelons<br/> Number of Watermelons left =  Number of Watermelons initially -  Number of Watermelons sold at the market <br/> Therefore,$x -12 = 91$ <br/>$x - 12 + 12 = 91 + 12$   (Add $12$ to both sides)<br/>$ x + 0 =103$<br/>$ x = 103$<br/> Thus, there were $103$ Watermelons with Prathamesh at first",
text,v3_15,30203,7,"Aarav has some Bananas. Aarav sells 13 of them in the market and left with 55 Bananas How many Bananas Aarav had initially ?.
",Aarav had 68 Bananas,,,,Aarav had 69 Bananas,Aarav had 41 Bananas,Aarav had 42 Bananas,60,3,,,"Let us assume that the number of Bananas with Aarav at first be $x$<br/>Aarav sold $13$Bananas and left with $55$Bananas<br/> Number of Bananas left =  Number of Bananas initially -  Number of Bananas sold at the market <br/> Therefore,$x -13 = 55$ <br/>$x - 13 + 13 = 55 + 13$   (Add $13$ to both sides)<br/>$ x + 0 =68$<br/>$ x = 68$<br/> Thus, there were $68$ Bananas with Aarav at first",
text,v3_15,30203,7,"Dhriti has some T-shirts. Dhriti sells 16 of them in the market and left with 86 T-shirts How many T-shirts Dhriti had initially ?.
",Dhriti had 102 T-shirts,,,,Dhriti had 103 T-shirts,Dhriti had 69 T-shirts,Dhriti had 70 T-shirts,60,3,,,"Let us assume that the number of T-shirts with Dhriti at first be $x$<br/>Dhriti sold $16$T-shirts and left with $86$T-shirts<br/> Number of T-shirts left =  Number of T-shirts initially -  Number of T-shirts sold at the market <br/> Therefore,$x -16 = 86$ <br/>$x - 16 + 16 = 86 + 16$   (Add $16$ to both sides)<br/>$ x + 0 =102$<br/>$ x = 102$<br/> Thus, there were $102$ T-shirts with Dhriti at first",
text,v3_15,30203,7,"Yuti has some Jackets. Yuti sells 13 of them in the market and left with 96 Jackets How many Jackets Yuti had initially ?.
",Yuti had 109 Jackets,,,,Yuti had 110 Jackets,Yuti had 82 Jackets,Yuti had 83 Jackets,60,3,,,"Let us assume that the number of Jackets with Yuti at first be $x$<br/>Yuti sold $13$Jackets and left with $96$Jackets<br/> Number of Jackets left =  Number of Jackets initially -  Number of Jackets sold at the market <br/> Therefore,$x -13 = 96$ <br/>$x - 13 + 13 = 96 + 13$   (Add $13$ to both sides)<br/>$ x + 0 =109$<br/>$ x = 109$<br/> Thus, there were $109$ Jackets with Yuti at first",
text,v3_15,30203,7,"Tanmay has some Bananas. Tanmay sells 35 of them in the market and left with 47 Bananas How many Bananas Tanmay had initially ?.
",Tanmay had 82 Bananas,,,,Tanmay had 83 Bananas,Tanmay had 11 Bananas,Tanmay had 12 Bananas,60,3,,,"Let us assume that the number of Bananas with Tanmay at first be $x$<br/>Tanmay sold $35$Bananas and left with $47$Bananas<br/> Number of Bananas left =  Number of Bananas initially -  Number of Bananas sold at the market <br/> Therefore,$x -35 = 47$ <br/>$x - 35 + 35 = 47 + 35$   (Add $35$ to both sides)<br/>$ x + 0 =82$<br/>$ x = 82$<br/> Thus, there were $82$ Bananas with Tanmay at first",
text,v3_15,30203,7,"Aditi has some toys. Aditi sells 17 of them in the market and left with 69 toys How many toys Aditi had initially ?.
",Aditi had 86 toys,,,,Aditi had 87 toys,Aditi had 51 toys,Aditi had 52 toys,60,3,,,"Let us assume that the number of toys with Aditi at first be $x$<br/>Aditi sold $17$toys and left with $69$toys<br/> Number of toys left =  Number of toys initially -  Number of toys sold at the market <br/> Therefore,$x -17 = 69$ <br/>$x - 17 + 17 = 69 + 17$   (Add $17$ to both sides)<br/>$ x + 0 =86$<br/>$ x = 86$<br/> Thus, there were $86$ toys with Aditi at first",
text,v3_15,30203,7,"Ankita has some candies. Ankita sells 27 of them in the market and left with 88 candies How many candies Ankita had initially ?.
",Ankita had 115 candies,,,,Ankita had 116 candies,Ankita had 60 candies,Ankita had 61 candies,60,3,,,"Let us assume that the number of candies with Ankita at first be $x$<br/>Ankita sold $27$candies and left with $88$candies<br/> Number of candies left =  Number of candies initially -  Number of candies sold at the market <br/> Therefore,$x -27 = 88$ <br/>$x - 27 + 27 = 88 + 27$   (Add $27$ to both sides)<br/>$ x + 0 =115$<br/>$ x = 115$<br/> Thus, there were $115$ candies with Ankita at first",
text,v3_15,30203,7,"Veerja has some Sheeps. Veerja sells 17 of them in the market and left with 67 Sheeps How many Sheeps Veerja had initially ?.
",Veerja had 84 Sheeps,,,,Veerja had 85 Sheeps,Veerja had 49 Sheeps,Veerja had 50 Sheeps,60,3,,,"Let us assume that the number of Sheeps with Veerja at first be $x$<br/>Veerja sold $17$Sheeps and left with $67$Sheeps<br/> Number of Sheeps left =  Number of Sheeps initially -  Number of Sheeps sold at the market <br/> Therefore,$x -17 = 67$ <br/>$x - 17 + 17 = 67 + 17$   (Add $17$ to both sides)<br/>$ x + 0 =84$<br/>$ x = 84$<br/> Thus, there were $84$ Sheeps with Veerja at first",
text,v3_15,30203,7,"Yuti has some shirts. Yuti sells 4 of them in the market and left with 86 shirts How many shirts Yuti had initially ?.
",Yuti had 90 shirts,,,,Yuti had 91 shirts,Yuti had 81 shirts,Yuti had 82 shirts,60,3,,,"Let us assume that the number of shirts with Yuti at first be $x$<br/>Yuti sold $4$shirts and left with $86$shirts<br/> Number of shirts left =  Number of shirts initially -  Number of shirts sold at the market <br/> Therefore,$x -4 = 86$ <br/>$x - 4 + 4 = 86 + 4$   (Add $4$ to both sides)<br/>$ x + 0 =90$<br/>$ x = 90$<br/> Thus, there were $90$ shirts with Yuti at first",
text,v3_15,30203,7,"Kshitij has some sheets. Kshitij sells 3 of them in the market and left with 65 sheets How many sheets Kshitij had initially ?.
",Kshitij had 68 sheets,,,,Kshitij had 69 sheets,Kshitij had 61 sheets,Kshitij had 62 sheets,60,3,,,"Let us assume that the number of sheets with Kshitij at first be $x$<br/>Kshitij sold $3$sheets and left with $65$sheets<br/> Number of sheets left =  Number of sheets initially -  Number of sheets sold at the market <br/> Therefore,$x -3 = 65$ <br/>$x - 3 + 3 = 65 + 3$   (Add $3$ to both sides)<br/>$ x + 0 =68$<br/>$ x = 68$<br/> Thus, there were $68$ sheets with Kshitij at first",
text,v3_15,30203,7,"Yuti has some pencils. Yuti sells 5 of them in the market and left with 77 pencils How many pencils Yuti had initially ?.
",Yuti had 82 pencils,,,,Yuti had 83 pencils,Yuti had 71 pencils,Yuti had 72 pencils,60,3,,,"Let us assume that the number of pencils with Yuti at first be $x$<br/>Yuti sold $5$pencils and left with $77$pencils<br/> Number of pencils left =  Number of pencils initially -  Number of pencils sold at the market <br/> Therefore,$x -5 = 77$ <br/>$x - 5 + 5 = 77 + 5$   (Add $5$ to both sides)<br/>$ x + 0 =82$<br/>$ x = 82$<br/> Thus, there were $82$ pencils with Yuti at first",
text,v3_15,30203,7,"Aruni has some Jackets. Aruni sells 9 of them in the market and left with 88 Jackets How many Jackets Aruni had initially ?.
",Aruni had 97 Jackets,,,,Aruni had 98 Jackets,Aruni had 78 Jackets,Aruni had 79 Jackets,60,3,,,"Let us assume that the number of Jackets with Aruni at first be $x$<br/>Aruni sold $9$Jackets and left with $88$Jackets<br/> Number of Jackets left =  Number of Jackets initially -  Number of Jackets sold at the market <br/> Therefore,$x -9 = 88$ <br/>$x - 9 + 9 = 88 + 9$   (Add $9$ to both sides)<br/>$ x + 0 =97$<br/>$ x = 97$<br/> Thus, there were $97$ Jackets with Aruni at first",
text,v3_15,30203,7,"Mihir has some Watermelons. Mihir sells 9 of them in the market and left with 49 Watermelons How many Watermelons Mihir had initially ?.
",Mihir had 58 Watermelons,,,,Mihir had 59 Watermelons,Mihir had 39 Watermelons,Mihir had 40 Watermelons,60,3,,,"Let us assume that the number of Watermelons with Mihir at first be $x$<br/>Mihir sold $9$Watermelons and left with $49$Watermelons<br/> Number of Watermelons left =  Number of Watermelons initially -  Number of Watermelons sold at the market <br/> Therefore,$x -9 = 49$ <br/>$x - 9 + 9 = 49 + 9$   (Add $9$ to both sides)<br/>$ x + 0 =58$<br/>$ x = 58$<br/> Thus, there were $58$ Watermelons with Mihir at first",
text,v3_15,30203,7,"Kalyani has some pens. Kalyani sells 35 of them in the market and left with 68 pens How many pens Kalyani had initially ?.
",Kalyani had 103 pens,,,,Kalyani had 104 pens,Kalyani had 32 pens,Kalyani had 33 pens,60,3,,,"Let us assume that the number of pens with Kalyani at first be $x$<br/>Kalyani sold $35$pens and left with $68$pens<br/> Number of pens left =  Number of pens initially -  Number of pens sold at the market <br/> Therefore,$x -35 = 68$ <br/>$x - 35 + 35 = 68 + 35$   (Add $35$ to both sides)<br/>$ x + 0 =103$<br/>$ x = 103$<br/> Thus, there were $103$ pens with Kalyani at first",
text,v3_15,30203,7,"Vaishnavi has some books. Vaishnavi sells 28 of them in the market and left with 72 books How many books Vaishnavi had initially ?.
",Vaishnavi had 100 books,,,,Vaishnavi had 101 books,Vaishnavi had 43 books,Vaishnavi had 44 books,60,3,,,"Let us assume that the number of books with Vaishnavi at first be $x$<br/>Vaishnavi sold $28$books and left with $72$books<br/> Number of books left =  Number of books initially -  Number of books sold at the market <br/> Therefore,$x -28 = 72$ <br/>$x - 28 + 28 = 72 + 28$   (Add $28$ to both sides)<br/>$ x + 0 =100$<br/>$ x = 100$<br/> Thus, there were $100$ books with Vaishnavi at first",
text,v3_15,30203,7,"Manali has some candies. Manali sells 26 of them in the market and left with 68 candies How many candies Manali had initially ?.
",Manali had 94 candies,,,,Manali had 95 candies,Manali had 41 candies,Manali had 42 candies,60,3,,,"Let us assume that the number of candies with Manali at first be $x$<br/>Manali sold $26$candies and left with $68$candies<br/> Number of candies left =  Number of candies initially -  Number of candies sold at the market <br/> Therefore,$x -26 = 68$ <br/>$x - 26 + 26 = 68 + 26$   (Add $26$ to both sides)<br/>$ x + 0 =94$<br/>$ x = 94$<br/> Thus, there were $94$ candies with Manali at first",
text,v3_15,30203,7,"Anuja has some Bananas. Anuja sells 17 of them in the market and left with 59 Bananas How many Bananas Anuja had initially ?.
",Anuja had 76 Bananas,,,,Anuja had 77 Bananas,Anuja had 41 Bananas,Anuja had 42 Bananas,60,3,,,"Let us assume that the number of Bananas with Anuja at first be $x$<br/>Anuja sold $17$Bananas and left with $59$Bananas<br/> Number of Bananas left =  Number of Bananas initially -  Number of Bananas sold at the market <br/> Therefore,$x -17 = 59$ <br/>$x - 17 + 17 = 59 + 17$   (Add $17$ to both sides)<br/>$ x + 0 =76$<br/>$ x = 76$<br/> Thus, there were $76$ Bananas with Anuja at first",
text,v3_15,30203,7,"Neha has some Cookies. Neha sells 22 of them in the market and left with 79 Cookies How many Cookies Neha had initially ?.
",Neha had 101 Cookies,,,,Neha had 102 Cookies,Neha had 56 Cookies,Neha had 57 Cookies,60,3,,,"Let us assume that the number of Cookies with Neha at first be $x$<br/>Neha sold $22$Cookies and left with $79$Cookies<br/> Number of Cookies left =  Number of Cookies initially -  Number of Cookies sold at the market <br/> Therefore,$x -22 = 79$ <br/>$x - 22 + 22 = 79 + 22$   (Add $22$ to both sides)<br/>$ x + 0 =101$<br/>$ x = 101$<br/> Thus, there were $101$ Cookies with Neha at first",
text,v3_15,30203,7,"Aakriti has some Watermelons. Aakriti sells 32 of them in the market and left with 65 Watermelons How many Watermelons Aakriti had initially ?.
",Aakriti had 97 Watermelons,,,,Aakriti had 98 Watermelons,Aakriti had 32 Watermelons,Aakriti had 33 Watermelons,60,3,,,"Let us assume that the number of Watermelons with Aakriti at first be $x$<br/>Aakriti sold $32$Watermelons and left with $65$Watermelons<br/> Number of Watermelons left =  Number of Watermelons initially -  Number of Watermelons sold at the market <br/> Therefore,$x -32 = 65$ <br/>$x - 32 + 32 = 65 + 32$   (Add $32$ to both sides)<br/>$ x + 0 =97$<br/>$ x = 97$<br/> Thus, there were $97$ Watermelons with Aakriti at first",
text,v3_15,30203,7,"Aniket has some Bananas. Aniket sells 2 of them in the market and left with 50 Bananas How many Bananas Aniket had initially ?.
",Aniket had 52 Bananas,,,,Aniket had 53 Bananas,Aniket had 47 Bananas,Aniket had 48 Bananas,60,3,,,"Let us assume that the number of Bananas with Aniket at first be $x$<br/>Aniket sold $2$Bananas and left with $50$Bananas<br/> Number of Bananas left =  Number of Bananas initially -  Number of Bananas sold at the market <br/> Therefore,$x -2 = 50$ <br/>$x - 2 + 2 = 50 + 2$   (Add $2$ to both sides)<br/>$ x + 0 =52$<br/>$ x = 52$<br/> Thus, there were $52$ Bananas with Aniket at first",
text,v3_15,30203,7,"Pranali has some Jackets. Pranali sells 1 of them in the market and left with 78 Jackets How many Jackets Pranali had initially ?.
",Pranali had 79 Jackets,,,,Pranali had 80 Jackets,Pranali had 76 Jackets,Pranali had 77 Jackets,60,3,,,"Let us assume that the number of Jackets with Pranali at first be $x$<br/>Pranali sold $1$Jackets and left with $78$Jackets<br/> Number of Jackets left =  Number of Jackets initially -  Number of Jackets sold at the market <br/> Therefore,$x -1 = 78$ <br/>$x - 1 + 1 = 78 + 1$   (Add $1$ to both sides)<br/>$ x + 0 =79$<br/>$ x = 79$<br/> Thus, there were $79$ Jackets with Pranali at first",
text,v3_15,30203,7,"Rahul has some Watermelons. Rahul sells 4 of them in the market and left with 77 Watermelons How many Watermelons Rahul had initially ?.
",Rahul had 81 Watermelons,,,,Rahul had 82 Watermelons,Rahul had 72 Watermelons,Rahul had 73 Watermelons,60,3,,,"Let us assume that the number of Watermelons with Rahul at first be $x$<br/>Rahul sold $4$Watermelons and left with $77$Watermelons<br/> Number of Watermelons left =  Number of Watermelons initially -  Number of Watermelons sold at the market <br/> Therefore,$x -4 = 77$ <br/>$x - 4 + 4 = 77 + 4$   (Add $4$ to both sides)<br/>$ x + 0 =81$<br/>$ x = 81$<br/> Thus, there were $81$ Watermelons with Rahul at first",
