Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,3020101,1,"Quotient of a certain dividend having twenty-six as a divisor, is six
Represent the following in the form of an equation : ",$x/26=6$,,,,$x/6=26$,$26/6=x$,$26/x=6$,60,3,,,"Let's say certain no. will be : $x$
For finding the Dividend, we need to perform division operation
Divisor : $26$ and Quotient : $6$
Solution would be : $x / 26 = 6$",
text,1,3020101,1,"Quotient of a certain dividend having twelve as a divisor, is four
Represent the following in the form of an equation : ",$a/12=4$,,,,$a/4=12$,$12/4=a$,$12/a=4$,60,3,,,"Let's say certain no. will be : $a$
For finding the Dividend, we need to perform division operation
Divisor : $12$ and Quotient : $4$
Solution would be : $a / 12 = 4$",
text,1,3020101,1,"Quotient of a certain dividend having fourteen as a divisor, is five
Represent the following in the form of an equation : ",$x/14=5$,,,,$x/5=14$,$14/5=x$,$14/x=5$,60,3,,,"Let's say certain no. will be : $x$
For finding the Dividend, we need to perform division operation
Divisor : $14$ and Quotient : $5$
Solution would be : $x / 14 = 5$",
text,1,3020101,1,"Quotient of a certain dividend having twenty-one as a divisor, is two
Represent the following in the form of an equation : ",$y/21=2$,,,,$y/2=21$,$21/2=y$,$21/y=2$,60,3,,,"Let's say certain no. will be : $y$
For finding the Dividend, we need to perform division operation
Divisor : $21$ and Quotient : $2$
Solution would be : $y / 21 = 2$",
text,1,3020101,1,"Quotient of a certain dividend having twenty as a divisor, is four
Represent the following in the form of an equation : ",$x/20=4$,,,,$x/4=20$,$20/4=x$,$20/x=4$,60,3,,,"Let's say certain no. will be : $x$
For finding the Dividend, we need to perform division operation
Divisor : $20$ and Quotient : $4$
Solution would be : $x / 20 = 4$",
text,1,3020101,1,"Quotient of a certain dividend having twenty-eight as a divisor, is six
Represent the following in the form of an equation : ",$x/28=6$,,,,$x/6=28$,$28/6=x$,$28/x=6$,60,3,,,"Let's say certain no. will be : $x$
For finding the Dividend, we need to perform division operation
Divisor : $28$ and Quotient : $6$
Solution would be : $x / 28 = 6$",
text,1,3020101,1,"Quotient of a certain dividend having twenty-eight as a divisor, is five
Represent the following in the form of an equation : ",$b/28=5$,,,,$b/5=28$,$28/5=b$,$28/b=5$,60,3,,,"Let's say certain no. will be : $b$
For finding the Dividend, we need to perform division operation
Divisor : $28$ and Quotient : $5$
Solution would be : $b / 28 = 5$",
text,1,3020101,1,"Quotient of a certain dividend having twenty as a divisor, is six
Represent the following in the form of an equation : ",$x/20=6$,,,,$x/6=20$,$20/6=x$,$20/x=6$,60,3,,,"Let's say certain no. will be : $x$
For finding the Dividend, we need to perform division operation
Divisor : $20$ and Quotient : $6$
Solution would be : $x / 20 = 6$",
text,1,3020101,1,"Quotient of a certain dividend having seventeen as a divisor, is six
Represent the following in the form of an equation : ",$x/17=6$,,,,$x/6=17$,$17/6=x$,$17/x=6$,60,3,,,"Let's say certain no. will be : $x$
For finding the Dividend, we need to perform division operation
Divisor : $17$ and Quotient : $6$
Solution would be : $x / 17 = 6$",
text,1,3020101,1,"Quotient of a certain dividend having thirteen as a divisor, is five
Represent the following in the form of an equation : ",$c/13=5$,,,,$c/5=13$,$13/5=c$,$13/c=5$,60,3,,,"Let's say certain no. will be : $c$
For finding the Dividend, we need to perform division operation
Divisor : $13$ and Quotient : $5$
Solution would be : $c / 13 = 5$",
