Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,3,"Ankita and Rohit have a total of 64 shirts.If Rohit has 16 more shirts than Ankita, how many shirts does each one have?
",Ankita has 24 shirts and Rohit has 40 shirts,,,,Ankita has 47 shirts and Rohit has 17 shirts,Ankita has 39 shirts and Rohit has 55 shirts,Ankita has 40 shirts and Rohit has 24 shirts,60,3,,,"let us assume Ankita has $x$ shirts.
    <br/>Since, Rohit has $16$ more shirts than Ankita
    <br/>Therefore, Rohit will have x+$16$ shirts.
    <br/>Since, Ankita and Rohit have a total of $64$ shirts
    <br/>=> $x+(x+16)=64$ 
        <br/>=> $x+x+16=64$     
        <br/>=> $2x+16=64$<br/>=> $2x =64-16$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{48}{2}$
<br/>=> $x=24$
<br/>=> $x+16=24+16=40$
<br/>Hence, Ankita has $24$ shirts and Rohit has $40$ shirts ",
text,1,30203,3,"Prajwal and Chaitrali have a total of 74 sheets.If Chaitrali has 4 more sheets than Prajwal, how many sheets does each one have?
",Prajwal has 35 sheets and Chaitrali has 39 sheets,,,,Prajwal has 40 sheets and Chaitrali has 34 sheets,Prajwal has 47 sheets and Chaitrali has 51 sheets,Prajwal has 39 sheets and Chaitrali has 35 sheets,60,3,,,"let us assume Prajwal has $x$ sheets.
    <br/>Since, Chaitrali has $4$ more sheets than Prajwal
    <br/>Therefore, Chaitrali will have x+$4$ sheets.
    <br/>Since, Prajwal and Chaitrali have a total of $74$ sheets
    <br/>=> $x+(x+4)=74$ 
        <br/>=> $x+x+4=74$     
        <br/>=> $2x+4=74$<br/>=> $2x =74-4$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{70}{2}$
<br/>=> $x=35$
<br/>=> $x+4=35+4=39$
<br/>Hence, Prajwal has $35$ sheets and Chaitrali has $39$ sheets ",
text,1,30203,3,"Gagan and Sachin have a total of 68 pencils.If Sachin has 16 more pencils than Gagan, how many pencils does each one have?
",Gagan has 26 pencils and Sachin has 42 pencils,,,,Gagan has 34 pencils and Sachin has 34 pencils,Gagan has 34 pencils and Sachin has 50 pencils,Gagan has 42 pencils and Sachin has 26 pencils,60,3,,,"let us assume Gagan has $x$ pencils.
    <br/>Since, Sachin has $16$ more pencils than Gagan
    <br/>Therefore, Sachin will have x+$16$ pencils.
    <br/>Since, Gagan and Sachin have a total of $68$ pencils
    <br/>=> $x+(x+16)=68$ 
        <br/>=> $x+x+16=68$     
        <br/>=> $2x+16=68$<br/>=> $2x =68-16$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{52}{2}$
<br/>=> $x=26$
<br/>=> $x+16=26+16=42$
<br/>Hence, Gagan has $26$ pencils and Sachin has $42$ pencils ",
text,1,30203,3,"Vinay and Darshan have a total of 34 books.If Darshan has 10 more books than Vinay, how many books does each one have?
",Vinay has 12 books and Darshan has 22 books,,,,Vinay has 43 books and Darshan has 9 books,Vinay has 27 books and Darshan has 37 books,Vinay has 22 books and Darshan has 12 books,60,3,,,"let us assume Vinay has $x$ books.
    <br/>Since, Darshan has $10$ more books than Vinay
    <br/>Therefore, Darshan will have x+$10$ books.
    <br/>Since, Vinay and Darshan have a total of $34$ books
    <br/>=> $x+(x+10)=34$ 
        <br/>=> $x+x+10=34$     
        <br/>=> $2x+10=34$<br/>=> $2x =34-10$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{24}{2}$
<br/>=> $x=12$
<br/>=> $x+10=12+10=22$
<br/>Hence, Vinay has $12$ books and Darshan has $22$ books ",
text,1,30203,3,"Gaurav and Tanmay have a total of 48 shirts.If Tanmay has 16 more shirts than Gaurav, how many shirts does each one have?
",Gaurav has 16 shirts and Tanmay has 32 shirts,,,,Gaurav has 37 shirts and Tanmay has 11 shirts,Gaurav has 30 shirts and Tanmay has 46 shirts,Gaurav has 32 shirts and Tanmay has 16 shirts,60,3,,,"let us assume Gaurav has $x$ shirts.
    <br/>Since, Tanmay has $16$ more shirts than Gaurav
    <br/>Therefore, Tanmay will have x+$16$ shirts.
    <br/>Since, Gaurav and Tanmay have a total of $48$ shirts
    <br/>=> $x+(x+16)=48$ 
        <br/>=> $x+x+16=48$     
        <br/>=> $2x+16=48$<br/>=> $2x =48-16$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{32}{2}$
<br/>=> $x=16$
<br/>=> $x+16=16+16=32$
<br/>Hence, Gaurav has $16$ shirts and Tanmay has $32$ shirts ",
text,1,30203,3,"Aniket and Soham have a total of 34 books.If Soham has 14 more books than Aniket, how many books does each one have?
",Aniket has 10 books and Soham has 24 books,,,,Aniket has 27 books and Soham has 7 books,Aniket has 32 books and Soham has 46 books,Aniket has 24 books and Soham has 10 books,60,3,,,"let us assume Aniket has $x$ books.
    <br/>Since, Soham has $14$ more books than Aniket
    <br/>Therefore, Soham will have x+$14$ books.
    <br/>Since, Aniket and Soham have a total of $34$ books
    <br/>=> $x+(x+14)=34$ 
        <br/>=> $x+x+14=34$     
        <br/>=> $2x+14=34$<br/>=> $2x =34-14$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{20}{2}$
<br/>=> $x=10$
<br/>=> $x+14=10+14=24$
<br/>Hence, Aniket has $10$ books and Soham has $24$ books ",
text,1,30203,3,"Aboli and Aakash have a total of 74 pencils.If Aboli has 8 more pencils than Aakash, how many pencils does each one have?
",Aakash has 33 pencils and Aboli has 41 pencils,,,,Aakash has 34 pencils and Aboli has 40 pencils,Aakash has 31 pencils and Aboli has 39 pencils,Aakash has 41 pencils and Aboli has 33 pencils,60,3,,,"let us assume Aakash has $x$ pencils.
    <br/>Since, Aboli has $8$ more pencils than Aakash
    <br/>Therefore, Aboli will have x+$8$ pencils.
    <br/>Since, Aakash and Aboli have a total of $74$ pencils
    <br/>=> $x+(x+8)=74$ 
        <br/>=> $x+x+8=74$     
        <br/>=> $2x+8=74$<br/>=> $2x =74-8$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{66}{2}$
<br/>=> $x=33$
<br/>=> $x+8=33+8=41$
<br/>Hence, Aakash has $33$ pencils and Aboli has $41$ pencils ",
text,1,30203,3,"Tushar and Gopal have a total of 90 toys.If Tushar has 2 more toys than Gopal, how many toys does each one have?
",Gopal has 44 toys and Tushar has 46 toys,,,,Gopal has 38 toys and Tushar has 52 toys,Gopal has 47 toys and Tushar has 49 toys,Gopal has 46 toys and Tushar has 44 toys,60,3,,,"let us assume Gopal has $x$ toys.
    <br/>Since, Tushar has $2$ more toys than Gopal
    <br/>Therefore, Tushar will have x+$2$ toys.
    <br/>Since, Gopal and Tushar have a total of $90$ toys
    <br/>=> $x+(x+2)=90$ 
        <br/>=> $x+x+2=90$     
        <br/>=> $2x+2=90$<br/>=> $2x =90-2$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{88}{2}$
<br/>=> $x=44$
<br/>=> $x+2=44+2=46$
<br/>Hence, Gopal has $44$ toys and Tushar has $46$ toys ",
text,1,30203,3,"Gauravi and Pooja have a total of 88 Bananas.If Pooja has 6 more Bananas than Gauravi, how many Bananas does each one have?
",Gauravi has 41 Bananas and Pooja has 47 Bananas,,,,Gauravi has 48 Bananas and Pooja has 40 Bananas,Gauravi has 48 Bananas and Pooja has 54 Bananas,Gauravi has 47 Bananas and Pooja has 41 Bananas,60,3,,,"let us assume Gauravi has $x$ Bananas.
    <br/>Since, Pooja has $6$ more Bananas than Gauravi
    <br/>Therefore, Pooja will have x+$6$ Bananas.
    <br/>Since, Gauravi and Pooja have a total of $88$ Bananas
    <br/>=> $x+(x+6)=88$ 
        <br/>=> $x+x+6=88$     
        <br/>=> $2x+6=88$<br/>=> $2x =88-6$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{82}{2}$
<br/>=> $x=41$
<br/>=> $x+6=41+6=47$
<br/>Hence, Gauravi has $41$ Bananas and Pooja has $47$ Bananas ",
text,1,30203,3,"Om and Aditi have a total of 88 sheets.If Om has 10 more sheets than Aditi, how many sheets does each one have?
",Aditi has 39 sheets and Om has 49 sheets,,,,Aditi has 23 sheets and Om has 65 sheets,Aditi has 48 sheets and Om has 58 sheets,Aditi has 49 sheets and Om has 39 sheets,60,3,,,"let us assume Aditi has $x$ sheets.
    <br/>Since, Om has $10$ more sheets than Aditi
    <br/>Therefore, Om will have x+$10$ sheets.
    <br/>Since, Aditi and Om have a total of $88$ sheets
    <br/>=> $x+(x+10)=88$ 
        <br/>=> $x+x+10=88$     
        <br/>=> $2x+10=88$<br/>=> $2x =88-10$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{78}{2}$
<br/>=> $x=39$
<br/>=> $x+10=39+10=49$
<br/>Hence, Aditi has $39$ sheets and Om has $49$ sheets ",
text,1,30203,3,"Gautami and Tejas have a total of 54 candies.If Tejas has 8 more candies than Gautami, how many candies does each one have?
",Gautami has 23 candies and Tejas has 31 candies,,,,Gautami has 46 candies and Tejas has 8 candies,Gautami has 42 candies and Tejas has 50 candies,Gautami has 31 candies and Tejas has 23 candies,60,3,,,"let us assume Gautami has $x$ candies.
    <br/>Since, Tejas has $8$ more candies than Gautami
    <br/>Therefore, Tejas will have x+$8$ candies.
    <br/>Since, Gautami and Tejas have a total of $54$ candies
    <br/>=> $x+(x+8)=54$ 
        <br/>=> $x+x+8=54$     
        <br/>=> $2x+8=54$<br/>=> $2x =54-8$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{46}{2}$
<br/>=> $x=23$
<br/>=> $x+8=23+8=31$
<br/>Hence, Gautami has $23$ candies and Tejas has $31$ candies ",
text,1,30203,3,"Suyash and Prajwal have a total of 84 Apples.If Prajwal has 10 more Apples than Suyash, how many Apples does each one have?
",Suyash has 37 Apples and Prajwal has 47 Apples,,,,Suyash has 27 Apples and Prajwal has 57 Apples,Suyash has 38 Apples and Prajwal has 48 Apples,Suyash has 47 Apples and Prajwal has 37 Apples,60,3,,,"let us assume Suyash has $x$ Apples.
    <br/>Since, Prajwal has $10$ more Apples than Suyash
    <br/>Therefore, Prajwal will have x+$10$ Apples.
    <br/>Since, Suyash and Prajwal have a total of $84$ Apples
    <br/>=> $x+(x+10)=84$ 
        <br/>=> $x+x+10=84$     
        <br/>=> $2x+10=84$<br/>=> $2x =84-10$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{74}{2}$
<br/>=> $x=37$
<br/>=> $x+10=37+10=47$
<br/>Hence, Suyash has $37$ Apples and Prajwal has $47$ Apples ",
text,1,30203,3,"Manali and Dharmesh have a total of 84 Watermelons.If Manali has 16 more Watermelons than Dharmesh, how many Watermelons does each one have?
",Dharmesh has 34 Watermelons and Manali has 50 Watermelons,,,,Dharmesh has 47 Watermelons and Manali has 37 Watermelons,Dharmesh has 37 Watermelons and Manali has 53 Watermelons,Dharmesh has 50 Watermelons and Manali has 34 Watermelons,60,3,,,"let us assume Dharmesh has $x$ Watermelons.
    <br/>Since, Manali has $16$ more Watermelons than Dharmesh
    <br/>Therefore, Manali will have x+$16$ Watermelons.
    <br/>Since, Dharmesh and Manali have a total of $84$ Watermelons
    <br/>=> $x+(x+16)=84$ 
        <br/>=> $x+x+16=84$     
        <br/>=> $2x+16=84$<br/>=> $2x =84-16$
<br/>Dividing both the sides by 2
<br/>=> $x=\dfrac{68}{2}$
<br/>=> $x=34$
<br/>=> $x+16=34+16=50$
<br/>Hence, Dharmesh has $34$ Watermelons and Manali has $50$ Watermelons ",
