Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30102,3,"If Rahul has $41$  Jackets, Vinay has $57$  Jackets, Tanvi has $52$  Jackets and Vivek has $68$  Jackets.
Which two pairs will form an equation?
","(Rahul , Vinay) and (Tanvi , Vivek)",,,,"(Rahul , Tanvi) and (Vinay , Vivek)","(Rahul , Vivek) and (Vinay , Tanvi)","(Rahul , Vivek) and (Vinay , Gayatri)",60,3,,,"Since, it is given that the weights of Rahul, Vinay, Tanvi and Vivek
are $57$, $41$, $68$ and $52$ respectively
Now, $57 - 41 = 16$
Also, $68 - 52 = 16$
=> $57 - 41 = 68 - 52$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Rahul and Vinay , Tanvi and Vivek
",
text,1,30102,3,"If Aruni weighs $25$ Kg and Ganesh weighs $30$ Kg, Kalyani weighs $40$ Kg and Gaurav weighs $45$ Kg.
Which two pairs will form an equation?
","(Aruni , Ganesh) and (Kalyani , Gaurav)",,,,"(Aruni , Kalyani) and (Ganesh , Gaurav)","(Aruni , Gaurav) and (Ganesh , Kalyani)","(Aruni , Gaurav) and (Ganesh , Rohit)",60,3,,,"Since, it is given that the weights of Aruni, Ganesh, Kalyani and Gaurav
are $30$, $25$, $45$ and $40$ respectively
Now, $30 - 25 = 5$
Also, $45 - 40 = 5$
=> $30 - 25 = 45 - 40$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Aruni and Ganesh , Kalyani and Gaurav
",
text,1,30102,3,"If Gautami weighs $41$ Kg and Mihir weighs $31$ Kg, Yuti weighs $40$ Kg and Utkarsh weighs $30$ Kg.
Which two pairs will form an equation?
","(Gautami , Mihir) and (Yuti , Utkarsh)",,,,"(Gautami , Yuti) and (Mihir , Utkarsh)","(Gautami , Utkarsh) and (Mihir , Yuti)","(Gautami , Utkarsh) and (Mihir , Suyash)",60,3,,,"Since, it is given that the weights of Gautami, Mihir, Yuti and Utkarsh
are $41$, $31$, $40$ and $30$ respectively
Now, $41 - 31 = 10$
Also, $40 - 30 = 10$
=> $41 - 31 = 40 - 30$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Gautami and Mihir , Yuti and Utkarsh
",
text,1,30102,3,"If Prathamesh weighs $41$ Kg and Shruti weighs $45$ Kg, Yogesh weighs $29$ Kg and Utkarsh weighs $33$ Kg.
Which two pairs will form an equation?
","(Prathamesh , Shruti) and (Yogesh , Utkarsh)",,,,"(Prathamesh , Yogesh) and (Shruti , Utkarsh)","(Prathamesh , Utkarsh) and (Shruti , Yogesh)","(Prathamesh , Utkarsh) and (Shruti , Manali)",60,3,,,"Since, it is given that the weights of Prathamesh, Shruti, Yogesh and Utkarsh
are $45$, $41$, $33$ and $29$ respectively
Now, $45 - 41 = 4$
Also, $33 - 29 = 4$
=> $45 - 41 = 33 - 29$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Prathamesh and Shruti , Yogesh and Utkarsh
",
text,1,30102,3,"If Siddhesh weighs $61$ Kg and Tejas weighs $51$ Kg, Chaitrali weighs $54$ Kg and Mihir weighs $44$ Kg.
Which two pairs will form an equation?
","(Siddhesh , Tejas) and (Chaitrali , Mihir)",,,,"(Siddhesh , Chaitrali) and (Tejas , Mihir)","(Siddhesh , Mihir) and (Tejas , Chaitrali)","(Siddhesh , Mihir) and (Tejas , Ishan)",60,3,,,"Since, it is given that the weights of Siddhesh, Tejas, Chaitrali and Mihir
are $61$, $51$, $54$ and $44$ respectively
Now, $61 - 51 = 10$
Also, $54 - 44 = 10$
=> $61 - 51 = 54 - 44$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Siddhesh and Tejas , Chaitrali and Mihir
",
text,1,30102,3,"If Aabha has $60$  Apples, Kshitij has $57$  Apples, Abhijeet has $44$  Apples and Anmol has $47$  Apples.
Which two pairs will form an equation?
","(Aabha , Kshitij) and (Abhijeet , Anmol)",,,,"(Aabha , Abhijeet) and (Kshitij , Anmol)","(Aabha , Anmol) and (Kshitij , Abhijeet)","(Aabha , Anmol) and (Kshitij , Isha)",60,3,,,"Since, it is given that the weights of Aabha, Kshitij, Abhijeet and Anmol
are $60$, $57$, $47$ and $44$ respectively
Now, $60 - 57 = 3$
Also, $47 - 44 = 3$
=> $60 - 57 = 47 - 44$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Aabha and Kshitij , Abhijeet and Anmol
",
text,1,30102,3,"If Tushar weighs $48$ Kg and Akshata weighs $49$ Kg, Darshan weighs $44$ Kg and Shivani weighs $45$ Kg.
Which two pairs will form an equation?
","(Tushar , Akshata) and (Darshan , Shivani)",,,,"(Tushar , Darshan) and (Akshata , Shivani)","(Tushar , Shivani) and (Akshata , Darshan)","(Tushar , Shivani) and (Akshata , Gargi)",60,3,,,"Since, it is given that the weights of Tushar, Akshata, Darshan and Shivani
are $49$, $48$, $45$ and $44$ respectively
Now, $49 - 48 = 1$
Also, $45 - 44 = 1$
=> $49 - 48 = 45 - 44$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Tushar and Akshata , Darshan and Shivani
",
text,1,30102,3,"If Vaishnavi weighs $40$ Kg and Neha weighs $28$ Kg, Sanket weighs $48$ Kg and Neha weighs $36$ Kg.
Which two pairs will form an equation?
","(Vaishnavi , Neha) and (Sanket , Neha)",,,,"(Vaishnavi , Sanket) and (Neha , Neha)","(Vaishnavi , Neha) and (Neha , Sanket)","(Vaishnavi , Neha) and (Neha , Darshan)",60,3,,,"Since, it is given that the weights of Vaishnavi, Neha, Sanket and Neha
are $40$, $28$, $48$ and $36$ respectively
Now, $40 - 28 = 12$
Also, $48 - 36 = 12$
=> $40 - 28 = 48 - 36$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Vaishnavi and Neha , Sanket and Neha
",
text,1,30102,3,"If Rohit weighs $41$ Kg and Ninad weighs $47$ Kg, Ganesh weighs $34$ Kg and Nishi weighs $40$ Kg.
Which two pairs will form an equation?
","(Rohit , Ninad) and (Ganesh , Nishi)",,,,"(Rohit , Ganesh) and (Ninad , Nishi)","(Rohit , Nishi) and (Ninad , Ganesh)","(Rohit , Nishi) and (Ninad , Kajal)",60,3,,,"Since, it is given that the weights of Rohit, Ninad, Ganesh and Nishi
are $47$, $41$, $40$ and $34$ respectively
Now, $47 - 41 = 6$
Also, $40 - 34 = 6$
=> $47 - 41 = 40 - 34$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Rohit and Ninad , Ganesh and Nishi
",
text,1,30102,3,"If Vaibhav has $40$  toys, Varun has $41$  toys, Gauravi has $46$  toys and Pranali has $45$  toys.
Which two pairs will form an equation?
","(Vaibhav , Varun) and (Gauravi , Pranali)",,,,"(Vaibhav , Gauravi) and (Varun , Pranali)","(Vaibhav , Pranali) and (Varun , Gauravi)","(Vaibhav , Pranali) and (Varun , Aboli)",60,3,,,"Since, it is given that the weights of Vaibhav, Varun, Gauravi and Pranali
are $41$, $40$, $46$ and $45$ respectively
Now, $41 - 40 = 1$
Also, $46 - 45 = 1$
=> $41 - 40 = 46 - 45$
=> L.H.S = R.H.S
As we know that,
An Equation is a mathematical statement consisting of an equal symbol between two expressions having the same value.
Therefore, according to the question,
The two pairs which will form an equation are : Vaibhav and Varun , Gauravi and Pranali
",
