Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,3,"Tanvi and Pranali have a total of 30 lollipops.If Tanvi has 2 times the lollipops that Pranali has, how many lollipops does each one have?
",Pranali has 10 lollipops and Tanvi has 20 lollipops,,,,Pranali has 12 lollipops and Tanvi has 18 lollipops,Pranali has 19 lollipops and Tanvi has 38 lollipops,Pranali has 20 lollipops and Tanvi has 10 lollipops,60,3,,,"let us assume Pranali has $x$ lollipops.
    <br/>Since, Tanvi has $2$ times the lollipops that Pranali has
    <br/>Therefore, Tanvi will have $2*x $ lollipops.
    <br/>Since, Pranali and Tanvi have a total of $30$ lollipops
    <br/>    => $ x+(2*x)=30$ 
    <br/>    => $ x + 2x =30$<br/>=> $ (3)* x=30$
<br/>Dividing both the sides by $3$
<br/>=> $x=\dfrac{30}{3}$
<br/>=> $x=10$
<br/>=> $(2)*x=(2)*10=20$
<br/>Hence, Pranali has $10$ lollipops and Tanvi has $20$ lollipops ",
text,1,30203,3,"Aadesh and Pranali have a total of 140 shirts.If Pranali has 4 times the shirts that Aadesh has, how many shirts does each one have?
",Aadesh has 28 shirts and Pranali has 112 shirts,,,,Aadesh has 10 shirts and Pranali has 130 shirts,Aadesh has 23 shirts and Pranali has 92 shirts,Aadesh has 112 shirts and Pranali has 28 shirts,60,3,,,"let us assume Aadesh has $x$ shirts.
    <br/>Since, Pranali has $4$ times the shirts that Aadesh has
    <br/>Therefore, Pranali will have $4*x $ shirts.
    <br/>Since, Aadesh and Pranali have a total of $140$ shirts
    <br/>    => $ x+(4*x)=140$ 
    <br/>    => $ x + 4x =140$<br/>=> $ (5)* x=140$
<br/>Dividing both the sides by $5$
<br/>=> $x=\dfrac{140}{5}$
<br/>=> $x=28$
<br/>=> $(4)*x=(4)*28=112$
<br/>Hence, Aadesh has $28$ shirts and Pranali has $112$ shirts ",
text,1,30203,3,"Aboli and Dharmesh have a total of 140 Watermelons.If Dharmesh has 4 times the Watermelons that Aboli has, how many Watermelons does each one have?
",Aboli has 28 Watermelons and Dharmesh has 112 Watermelons,,,,Aboli has 21 Watermelons and Dharmesh has 119 Watermelons,Aboli has 13 Watermelons and Dharmesh has 52 Watermelons,Aboli has 112 Watermelons and Dharmesh has 28 Watermelons,60,3,,,"let us assume Aboli has $x$ Watermelons.
    <br/>Since, Dharmesh has $4$ times the Watermelons that Aboli has
    <br/>Therefore, Dharmesh will have $4*x $ Watermelons.
    <br/>Since, Aboli and Dharmesh have a total of $140$ Watermelons
    <br/>    => $ x+(4*x)=140$ 
    <br/>    => $ x + 4x =140$<br/>=> $ (5)* x=140$
<br/>Dividing both the sides by $5$
<br/>=> $x=\dfrac{140}{5}$
<br/>=> $x=28$
<br/>=> $(4)*x=(4)*28=112$
<br/>Hence, Aboli has $28$ Watermelons and Dharmesh has $112$ Watermelons ",
text,1,30203,3,"Devang and Vaibhav have a total of 300 T-shirts.If Devang has 9 times the T-shirts that Vaibhav has, how many T-shirts does each one have?
",Vaibhav has 30 T-shirts and Devang has 270 T-shirts,,,,Vaibhav has 15 T-shirts and Devang has 285 T-shirts,Vaibhav has 24 T-shirts and Devang has 216 T-shirts,Vaibhav has 270 T-shirts and Devang has 30 T-shirts,60,3,,,"let us assume Vaibhav has $x$ T-shirts.
    <br/>Since, Devang has $9$ times the T-shirts that Vaibhav has
    <br/>Therefore, Devang will have $9*x $ T-shirts.
    <br/>Since, Vaibhav and Devang have a total of $300$ T-shirts
    <br/>    => $ x+(9*x)=300$ 
    <br/>    => $ x + 9x =300$<br/>=> $ (10)* x=300$
<br/>Dividing both the sides by $10$
<br/>=> $x=\dfrac{300}{10}$
<br/>=> $x=30$
<br/>=> $(9)*x=(9)*30=270$
<br/>Hence, Vaibhav has $30$ T-shirts and Devang has $270$ T-shirts ",
text,1,30203,3,"Prathamesh and Manish have a total of 171 lollipops.If Prathamesh has 8 times the lollipops that Manish has, how many lollipops does each one have?
",Manish has 19 lollipops and Prathamesh has 152 lollipops,,,,Manish has 14 lollipops and Prathamesh has 157 lollipops,Manish has 21 lollipops and Prathamesh has 168 lollipops,Manish has 152 lollipops and Prathamesh has 19 lollipops,60,3,,,"let us assume Manish has $x$ lollipops.
    <br/>Since, Prathamesh has $8$ times the lollipops that Manish has
    <br/>Therefore, Prathamesh will have $8*x $ lollipops.
    <br/>Since, Manish and Prathamesh have a total of $171$ lollipops
    <br/>    => $ x+(8*x)=171$ 
    <br/>    => $ x + 8x =171$<br/>=> $ (9)* x=171$
<br/>Dividing both the sides by $9$
<br/>=> $x=\dfrac{171}{9}$
<br/>=> $x=19$
<br/>=> $(8)*x=(8)*19=152$
<br/>Hence, Manish has $19$ lollipops and Prathamesh has $152$ lollipops ",
text,1,30203,3,"Akanksha and Rohit have a total of 108 Bananas.If Rohit has 3 times the Bananas that Akanksha has, how many Bananas does each one have?
",Akanksha has 27 Bananas and Rohit has 81 Bananas,,,,Akanksha has 19 Bananas and Rohit has 89 Bananas,Akanksha has 12 Bananas and Rohit has 36 Bananas,Akanksha has 81 Bananas and Rohit has 27 Bananas,60,3,,,"let us assume Akanksha has $x$ Bananas.
    <br/>Since, Rohit has $3$ times the Bananas that Akanksha has
    <br/>Therefore, Rohit will have $3*x $ Bananas.
    <br/>Since, Akanksha and Rohit have a total of $108$ Bananas
    <br/>    => $ x+(3*x)=108$ 
    <br/>    => $ x + 3x =108$<br/>=> $ (4)* x=108$
<br/>Dividing both the sides by $4$
<br/>=> $x=\dfrac{108}{4}$
<br/>=> $x=27$
<br/>=> $(3)*x=(3)*27=81$
<br/>Hence, Akanksha has $27$ Bananas and Rohit has $81$ Bananas ",
text,1,30203,3,"Gayatri and Aabha have a total of 112 Cookies.If Gayatri has 3 times the Cookies that Aabha has, how many Cookies does each one have?
",Aabha has 28 Cookies and Gayatri has 84 Cookies,,,,Aabha has 29 Cookies and Gayatri has 83 Cookies,Aabha has 19 Cookies and Gayatri has 57 Cookies,Aabha has 84 Cookies and Gayatri has 28 Cookies,60,3,,,"let us assume Aabha has $x$ Cookies.
    <br/>Since, Gayatri has $3$ times the Cookies that Aabha has
    <br/>Therefore, Gayatri will have $3*x $ Cookies.
    <br/>Since, Aabha and Gayatri have a total of $112$ Cookies
    <br/>    => $ x+(3*x)=112$ 
    <br/>    => $ x + 3x =112$<br/>=> $ (4)* x=112$
<br/>Dividing both the sides by $4$
<br/>=> $x=\dfrac{112}{4}$
<br/>=> $x=28$
<br/>=> $(3)*x=(3)*28=84$
<br/>Hence, Aabha has $28$ Cookies and Gayatri has $84$ Cookies ",
text,1,30203,3,"Onkar and Sachin have a total of 407 Watermelons.If Onkar has 10 times the Watermelons that Sachin has, how many Watermelons does each one have?
",Sachin has 37 Watermelons and Onkar has 370 Watermelons,,,,Sachin has 17 Watermelons and Onkar has 390 Watermelons,Sachin has 17 Watermelons and Onkar has 170 Watermelons,Sachin has 370 Watermelons and Onkar has 37 Watermelons,60,3,,,"let us assume Sachin has $x$ Watermelons.
    <br/>Since, Onkar has $10$ times the Watermelons that Sachin has
    <br/>Therefore, Onkar will have $10*x $ Watermelons.
    <br/>Since, Sachin and Onkar have a total of $407$ Watermelons
    <br/>    => $ x+(10*x)=407$ 
    <br/>    => $ x + 10x =407$<br/>=> $ (11)* x=407$
<br/>Dividing both the sides by $11$
<br/>=> $x=\dfrac{407}{11}$
<br/>=> $x=37$
<br/>=> $(10)*x=(10)*37=370$
<br/>Hence, Sachin has $37$ Watermelons and Onkar has $370$ Watermelons ",
text,1,30203,3,"Pooja and Akanksha have a total of 252 sheets.If Akanksha has 8 times the sheets that Pooja has, how many sheets does each one have?
",Pooja has 28 sheets and Akanksha has 224 sheets,,,,Pooja has 22 sheets and Akanksha has 230 sheets,Pooja has 25 sheets and Akanksha has 200 sheets,Pooja has 224 sheets and Akanksha has 28 sheets,60,3,,,"let us assume Pooja has $x$ sheets.
    <br/>Since, Akanksha has $8$ times the sheets that Pooja has
    <br/>Therefore, Akanksha will have $8*x $ sheets.
    <br/>Since, Pooja and Akanksha have a total of $252$ sheets
    <br/>    => $ x+(8*x)=252$ 
    <br/>    => $ x + 8x =252$<br/>=> $ (9)* x=252$
<br/>Dividing both the sides by $9$
<br/>=> $x=\dfrac{252}{9}$
<br/>=> $x=28$
<br/>=> $(8)*x=(8)*28=224$
<br/>Hence, Pooja has $28$ sheets and Akanksha has $224$ sheets ",
text,1,30203,3,"Suyash and Om have a total of 184 shirts.If Om has 7 times the shirts that Suyash has, how many shirts does each one have?
",Suyash has 23 shirts and Om has 161 shirts,,,,Suyash has 11 shirts and Om has 173 shirts,Suyash has 28 shirts and Om has 196 shirts,Suyash has 161 shirts and Om has 23 shirts,60,3,,,"let us assume Suyash has $x$ shirts.
    <br/>Since, Om has $7$ times the shirts that Suyash has
    <br/>Therefore, Om will have $7*x $ shirts.
    <br/>Since, Suyash and Om have a total of $184$ shirts
    <br/>    => $ x+(7*x)=184$ 
    <br/>    => $ x + 7x =184$<br/>=> $ (8)* x=184$
<br/>Dividing both the sides by $8$
<br/>=> $x=\dfrac{184}{8}$
<br/>=> $x=23$
<br/>=> $(7)*x=(7)*23=161$
<br/>Hence, Suyash has $23$ shirts and Om has $161$ shirts ",
