Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30202,1,"

Ismat had $186$ apples. She distributes all apples evenly among $31$ friends.How many apples did Ismat gave to each of her friends?Let each friend of Ismat gets $k$ apples.Select the correct statements from below.<br>",$(31\times k)\div 31 = 186\div31 $,,,,$k+31 = 186+31 $,$31 \times k = 186 \times 31 $,$k-31 = 186-31 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let each friend of Ismat gets $k$ apples.<br>
            
Now, total 186 apples had been distributed among 31 friends and each one got $k$ number of apples .<br>
            
Then according to given conditions we get this equation :-<br> $31k = 186$<br>
            
$31k\div31 = 186\div31$ 	   (Dividing both sides by 31)",
text,1,30202,1,"

Abdul baked $248$ cookies and distributed them equally into $62$ packs. How many cookies did Abdul put in each packet?Let Abdul put $k$ cookies in each packet.Select the correct statements from below.<br>",$(62\times k)\div 62 = 248\div62 $,,,,$k+62 = 248+62 $,$62 \times k = 248 \times 62 $,$k-62 = 248-62 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let Abdul put $k$ cookies in each packet.<br>
            
Now, total 248 cookies had been distributed into 62 packs and each packet got $k$ number of cookies.<br>
            
Then according to given conditions we get this equation :-<br> $62k = 248$<br>
            
$62k\div62 = 248\div62$ 	   (Dividing both sides by 62)",
text,1,30202,1,"

Ismat had $246$ chocolates. She distributes all chocolates evenly among $82$ friends.How many chocolates did Ismat gave to each of her friends?Let each friend of Ismat gets $k$ chocolates.Select the correct statements from below.<br>",$(82\times k)\div 82 = 246\div82 $,,,,$k+82 = 246+82 $,$82 \times k = 246 \times 82 $,$k-82 = 246-82 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let each friend of Ismat gets $k$ chocolates.<br>
            
Now, total 246 chocolates had been distributed among 82 friends and each one got $k$ number of chocolates .<br>
            
Then according to given conditions we get this equation :-<br> $82k = 246$<br>
            
$82k\div82 = 246\div82$ 	   (Dividing both sides by 82)",
text,1,30202,1,"

Lalit baked $123$ cookies and splitted them equally into $3$ packs. How many cookies did Lalit put in each packet?Let Lalit put $k$ cookies in each packet.Select the correct statements from below.<br>",$(3\times k)\div 3 = 123\div3 $,,,,$k+3 = 123+3 $,$3 \times k = 123 \times 3 $,$k-3 = 123-3 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let Lalit put $k$ cookies in each packet.<br>
            
Now, total 123 cookies had been splitted into 3 packs and each packet got $k$ number of cookies.<br>
            
Then according to given conditions we get this equation :-<br> $3k = 123$<br>
            
$3k\div3 = 123\div3$ 	   (Dividing both sides by 3)",
text,1,30202,1,"

Lalit had $183$ chocolates. He distributes all chocolates evenly among $3$ friends.How many chocolates did Lalit gave to each of his friends?Let each friend of Lalit gets $k$ chocolates.Select the correct statements from below.<br>",$(3\times k)\div 3 = 183\div3 $,,,,$k+3 = 183+3 $,$3 \times k = 183 \times 3 $,$k-3 = 183-3 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let each friend of Lalit gets $k$ chocolates.<br>
            
Now, total 183 chocolates had been distributed among 3 friends and each one got $k$ number of chocolates .<br>
            
Then according to given conditions we get this equation :-<br> $3k = 183$<br>
            
$3k\div3 = 183\div3$ 	   (Dividing both sides by 3)",
text,1,30202,1,"

John had $198$ mangoes. He distributes all mangoes evenly among $11$ friends.How many mangoes did John gave to each of his friends?Let each friend of John gets $k$ mangoes.Select the correct statements from below.<br>",$(11\times k)\div 11 = 198\div11 $,,,,$k+11 = 198+11 $,$11 \times k = 198 \times 11 $,$k-11 = 198-11 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let each friend of John gets $k$ mangoes.<br>
            
Now, total 198 mangoes had been distributed among 11 friends and each one got $k$ number of mangoes .<br>
            
Then according to given conditions we get this equation :-<br> $11k = 198$<br>
            
$11k\div11 = 198\div11$ 	   (Dividing both sides by 11)",
text,1,30202,1,"

Geeta had $93$ apples. She distributes all apples evenly among $3$ friends.How many apples did Geeta gave to each of her friends?Let each friend of Geeta gets $k$ apples.Select the correct statements from below.<br>",$(3\times k)\div 3 = 93\div3 $,,,,$k+3 = 93+3 $,$3 \times k = 93 \times 3 $,$k-3 = 93-3 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let each friend of Geeta gets $k$ apples.<br>
            
Now, total 93 apples had been distributed among 3 friends and each one got $k$ number of apples .<br>
            
Then according to given conditions we get this equation :-<br> $3k = 93$<br>
            
$3k\div3 = 93\div3$ 	   (Dividing both sides by 3)",
text,1,30202,1,"

Lalit baked $192$ cookies and distributed them equally into $12$ packs. How many cookies did Lalit put in each packet?Let Lalit put $k$ cookies in each packet.Select the correct statements from below.<br>",$(12\times k)\div 12 = 192\div12 $,,,,$k+12 = 192+12 $,$12 \times k = 192 \times 12 $,$k-12 = 192-12 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let Lalit put $k$ cookies in each packet.<br>
            
Now, total 192 cookies had been distributed into 12 packs and each packet got $k$ number of cookies.<br>
            
Then according to given conditions we get this equation :-<br> $12k = 192$<br>
            
$12k\div12 = 192\div12$ 	   (Dividing both sides by 12)",
text,1,30202,1,"

John had $177$ rasgullas. He distributes all rasgullas evenly among $3$ friends.How many rasgullas did John gave to each of his friends?Let each friend of John gets $k$ rasgullas.Select the correct statements from below.<br>",$(3\times k)\div 3 = 177\div3 $,,,,$k+3 = 177+3 $,$3 \times k = 177 \times 3 $,$k-3 = 177-3 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let each friend of John gets $k$ rasgullas.<br>
            
Now, total 177 rasgullas had been distributed among 3 friends and each one got $k$ number of rasgullas .<br>
            
Then according to given conditions we get this equation :-<br> $3k = 177$<br>
            
$3k\div3 = 177\div3$ 	   (Dividing both sides by 3)",
text,1,30202,1,"

Rekha had $56$ chocolates. She distributes all chocolates evenly among $28$ friends.How many chocolates did Rekha gave to each of her friends?Let each friend of Rekha gets $k$ chocolates.Select the correct statements from below.<br>",$(28\times k)\div 28 = 56\div28 $,,,,$k+28 = 56+28 $,$28 \times k = 56 \times 28 $,$k-28 = 56-28 $,60,3,,,"
To answer these questions we need to use Dividing both the sides of equations by some non zero number.<br>
            
Let each friend of Rekha gets $k$ chocolates.<br>
            
Now, total 56 chocolates had been distributed among 28 friends and each one got $k$ number of chocolates .<br>
            
Then according to given conditions we get this equation :-<br> $28k = 56$<br>
            
$28k\div28 = 56\div28$ 	   (Dividing both sides by 28)",
