Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,2,"For the equation $x - 6 = 29$, is the value of $x=37? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$x - 6 = 29
$$x - 6 + 6 = 29 + 6             (Adding 6 on both sides)
$$x = 35
$",
text,1,30203,2,"For the equation $x - 15 = 21$, is the value of $x=38? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$x - 15 = 21
$$x - 15 + 15 = 21 + 15             (Adding 15 on both sides)
$$x = 36
$",
text,1,30203,2,"For the equation $b - 6 = 23$, is the value of $b=31? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$b - 6 = 23
$$b - 6 + 6 = 23 + 6             (Adding 6 on both sides)
$$b = 29
$",
text,1,30203,2,"For the equation $x - 16 = 14$, is the value of $x=29? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$x - 16 = 14
$$x - 16 + 16 = 14 + 16             (Adding 16 on both sides)
$$x = 30
$",
text,1,30203,2,"For the equation $a - 13 = 5$, is the value of $a=19? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$a - 13 = 5
$$a - 13 + 13 = 5 + 13             (Adding 13 on both sides)
$$a = 18
$",
text,1,30203,2,"For the equation $x - 17 = 11$, is the value of $x=27? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$x - 17 = 11
$$x - 17 + 17 = 11 + 17             (Adding 17 on both sides)
$$x = 28
$",
text,1,30203,2,"For the equation $b - 13 = 19$, is the value of $b=33? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$b - 13 = 19
$$b - 13 + 13 = 19 + 13             (Adding 13 on both sides)
$$b = 32
$",
text,1,30203,2,"For the equation $x - 8 = 30$, is the value of $x=38? (Yes/No)$
",Yes,,,,No,,,60,3,,,"$x - 8 = 30
$$x - 8 + 8 = 30 + 8             (Adding 8 on both sides)
$$x = 38
$",
text,1,30203,2,"For the equation $x - 18 = 11$, is the value of $x=31? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$x - 18 = 11
$$x - 18 + 18 = 11 + 18             (Adding 18 on both sides)
$$x = 29
$",
text,1,30203,2,"For the equation $b - 18 = 4$, is the value of $b=24? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$b - 18 = 4
$$b - 18 + 18 = 4 + 18             (Adding 18 on both sides)
$$b = 22
$",
text,1,30203,2,"For the equation $x - 13 = 20$, is the value of $x=34? (Yes/No)$
",No,,,,Yes,,,60,3,,,"$x - 13 = 20
$$x - 13 + 13 = 20 + 13             (Adding 13 on both sides)
$$x = 33
$",
text,1,30203,2,"For the equation $y - 9 = 17$, is the value of $y=26? (Yes/No)$
",Yes,,,,No,,,60,3,,,"$y - 9 = 17
$$y - 9 + 9 = 17 + 9             (Adding 9 on both sides)
$$y = 26
$",
