Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,3,"Neha has some sheets.After buying 11 more from the market,Neha has 91 sheets.How many sheets Neha had initially?",Neha has 80 sheets,,,,Neha has 103 sheets,Neha has 79 sheets,Neha has 102 sheets,60,3,,,"Let the number of sheets with Neha initially be $x$.<br/> After buying 11 sheets Neha has 91 sheets left<br/> Total number of sheets = Initial number of sheets + Number of sheets bought <br/> Therefore $x + 11 = 91$<br/>$<br/> x + 11 - 11 = 91 - 11$  (Subtract $11$ from both sides)<br/>$<br/> x + 0 = $$80$<br/>$<br/> x = $$80$<br/> Therefore, $x = 80$<br/> Thus, there were $80$ sheets with Neha initially",
text,1,30203,3,"Vedang has some sheets.After buying 20 more from the market,Vedang has 35 sheets.How many sheets Vedang had initially?",Vedang has 15 sheets,,,,Vedang has 56 sheets,Vedang has 14 sheets,Vedang has 55 sheets,60,3,,,"Let the number of sheets with Vedang initially be $x$.<br/> After buying 20 sheets Vedang has 35 sheets left<br/> Total number of sheets = Initial number of sheets + Number of sheets bought <br/> Therefore $x + 20 = 35$<br/>$<br/> x + 20 - 20 = 35 - 20$  (Subtract $20$ from both sides)<br/>$<br/> x + 0 = $$15$<br/>$<br/> x = $$15$<br/> Therefore, $x = 15$<br/> Thus, there were $15$ sheets with Vedang initially",
text,1,30203,3,"Sanket has some shirts.After buying 24 more from the market,Sanket has 91 shirts.How many shirts Sanket had initially?",Sanket has 67 shirts,,,,Sanket has 116 shirts,Sanket has 66 shirts,Sanket has 115 shirts,60,3,,,"Let the number of shirts with Sanket initially be $x$.<br/> After buying 24 shirts Sanket has 91 shirts left<br/> Total number of shirts = Initial number of shirts + Number of shirts bought <br/> Therefore $x + 24 = 91$<br/>$<br/> x + 24 - 24 = 91 - 24$  (Subtract $24$ from both sides)<br/>$<br/> x + 0 = $$67$<br/>$<br/> x = $$67$<br/> Therefore, $x = 67$<br/> Thus, there were $67$ shirts with Sanket initially",
text,1,30203,3,"Anmol has some watermelons.After buying 3 more from the market,Anmol has 44 watermelons.How many watermelons Anmol had initially?",Anmol has 41 watermelons,,,,Anmol has 48 watermelons,Anmol has 40 watermelons,Anmol has 47 watermelons,60,3,,,"Let the number of watermelons with Anmol initially be $x$.<br/> After buying 3 watermelons Anmol has 44 watermelons left<br/> Total number of watermelons = Initial number of watermelons + Number of watermelons bought <br/> Therefore $x + 3 = 44$<br/>$<br/> x + 3 - 3 = 44 - 3$  (Subtract $3$ from both sides)<br/>$<br/> x + 0 = $$41$<br/>$<br/> x = $$41$<br/> Therefore, $x = 41$<br/> Thus, there were $41$ watermelons with Anmol initially",
text,1,30203,3,"Tanmay has some pencils.After buying 11 more from the market,Tanmay has 68 pencils.How many pencils Tanmay had initially?",Tanmay has 57 pencils,,,,Tanmay has 80 pencils,Tanmay has 56 pencils,Tanmay has 79 pencils,60,3,,,"Let the number of pencils with Tanmay initially be $x$.<br/> After buying 11 pencils Tanmay has 68 pencils left<br/> Total number of pencils = Initial number of pencils + Number of pencils bought <br/> Therefore $x + 11 = 68$<br/>$<br/> x + 11 - 11 = 68 - 11$  (Subtract $11$ from both sides)<br/>$<br/> x + 0 = $$57$<br/>$<br/> x = $$57$<br/> Therefore, $x = 57$<br/> Thus, there were $57$ pencils with Tanmay initially",
text,1,30203,3,"Aniket has some sheeps.After buying 5 more from the market,Aniket has 43 sheeps.How many sheeps Aniket had initially?",Aniket has 38 sheeps,,,,Aniket has 49 sheeps,Aniket has 37 sheeps,Aniket has 48 sheeps,60,3,,,"Let the number of sheeps with Aniket initially be $x$.<br/> After buying 5 sheeps Aniket has 43 sheeps left<br/> Total number of sheeps = Initial number of sheeps + Number of sheeps bought <br/> Therefore $x + 5 = 43$<br/>$<br/> x + 5 - 5 = 43 - 5$  (Subtract $5$ from both sides)<br/>$<br/> x + 0 = $$38$<br/>$<br/> x = $$38$<br/> Therefore, $x = 38$<br/> Thus, there were $38$ sheeps with Aniket initially",
text,1,30203,3,"Tejas has some toys.After buying 14 more from the market,Tejas has 89 toys.How many toys Tejas had initially?",Tejas has 75 toys,,,,Tejas has 104 toys,Tejas has 74 toys,Tejas has 103 toys,60,3,,,"Let the number of toys with Tejas initially be $x$.<br/> After buying 14 toys Tejas has 89 toys left<br/> Total number of toys = Initial number of toys + Number of toys bought <br/> Therefore $x + 14 = 89$<br/>$<br/> x + 14 - 14 = 89 - 14$  (Subtract $14$ from both sides)<br/>$<br/> x + 0 = $$75$<br/>$<br/> x = $$75$<br/> Therefore, $x = 75$<br/> Thus, there were $75$ toys with Tejas initially",
text,1,30203,3,"Dhriti has some bananas.After buying 22 more from the market,Dhriti has 80 bananas.How many bananas Dhriti had initially?",Dhriti has 58 bananas,,,,Dhriti has 103 bananas,Dhriti has 57 bananas,Dhriti has 102 bananas,60,3,,,"Let the number of bananas with Dhriti initially be $x$.<br/> After buying 22 bananas Dhriti has 80 bananas left<br/> Total number of bananas = Initial number of bananas + Number of bananas bought <br/> Therefore $x + 22 = 80$<br/>$<br/> x + 22 - 22 = 80 - 22$  (Subtract $22$ from both sides)<br/>$<br/> x + 0 = $$58$<br/>$<br/> x = $$58$<br/> Therefore, $x = 58$<br/> Thus, there were $58$ bananas with Dhriti initially",
text,1,30203,3,"Tanvi has some toys.After buying 6 more from the market,Tanvi has 56 toys.How many toys Tanvi had initially?",Tanvi has 50 toys,,,,Tanvi has 63 toys,Tanvi has 49 toys,Tanvi has 62 toys,60,3,,,"Let the number of toys with Tanvi initially be $x$.<br/> After buying 6 toys Tanvi has 56 toys left<br/> Total number of toys = Initial number of toys + Number of toys bought <br/> Therefore $x + 6 = 56$<br/>$<br/> x + 6 - 6 = 56 - 6$  (Subtract $6$ from both sides)<br/>$<br/> x + 0 = $$50$<br/>$<br/> x = $$50$<br/> Therefore, $x = 50$<br/> Thus, there were $50$ toys with Tanvi initially",
text,1,30203,3,"Vedang has some watermelons.After buying 6 more from the market,Vedang has 85 watermelons.How many watermelons Vedang had initially?",Vedang has 79 watermelons,,,,Vedang has 92 watermelons,Vedang has 78 watermelons,Vedang has 91 watermelons,60,3,,,"Let the number of watermelons with Vedang initially be $x$.<br/> After buying 6 watermelons Vedang has 85 watermelons left<br/> Total number of watermelons = Initial number of watermelons + Number of watermelons bought <br/> Therefore $x + 6 = 85$<br/>$<br/> x + 6 - 6 = 85 - 6$  (Subtract $6$ from both sides)<br/>$<br/> x + 0 = $$79$<br/>$<br/> x = $$79$<br/> Therefore, $x = 79$<br/> Thus, there were $79$ watermelons with Vedang initially",
