Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,4,30101,6,"A See-Saw having only one person sitting on a side, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, A See-Saw having only one person sitting on a side will not form an equation",
text,4,30101,6,"If there are equal weights in both pans of a weighing scale, then the scale is balanced. Such a balanced scale is like an equation., it is an equation. State True or False.
",True,,,,False,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is equal to RHS<br/>Thus, If there are equal weights in both pans of a weighing scale, then the scale is balanced. Such a balanced scale is like an equation. will form an equation",
text,4,30101,6,"If Manali has $26$ Apples and Vivek has $77$ Apples then Vivek has $84$ Apples more than Manali, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, If Manali has $26$ Apples and Vivek has $77$ Apples then Vivek has $84$ Apples more than Manali will not form an equation",
text,4,30101,6,"A weighing machine having $2$ Kg  rice on one side and $1$ Kg sugar on the other side, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, A weighing machine having $2$ Kg  rice on one side and $1$ Kg sugar on the other side will not form an equation",
text,4,30101,6,"If Pooja has $37$ toys and Akanksha has $111$ toys then Akanksha has $2$ times the  toys that Pooja has, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, If Pooja has $37$ toys and Akanksha has $111$ toys then Akanksha has $2$ times the  toys that Pooja has will not form an equation",
text,4,30101,6,"Two persons A and B are sitting on either side of a See-Saw. Person A is having more weight than Person B, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, Two persons A and B are sitting on either side of a See-Saw. Person A is having more weight than Person B will not form an equation",
text,4,30101,6,"If Akanksha has $37$ Cookies and Varun has $72$ Cookies then Varun has $35$ Cookies more than Akanksha, it is an equation. State True or False.
",True,,,,False,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is equal to RHS<br/>Thus, If Akanksha has $37$ Cookies and Varun has $72$ Cookies then Varun has $35$ Cookies more than Akanksha will form an equation",
text,4,30101,6,"If Onkar has $48$ sheets and Vivek has $84$ sheets then Vivek has $71$ sheets more than Onkar, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, If Onkar has $48$ sheets and Vivek has $84$ sheets then Vivek has $71$ sheets more than Onkar will not form an equation",
text,4,30101,6,"In a Tug of War if a side wins, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, In a Tug of War if a side wins will not form an equation",
text,4,30101,6,"If Gautami has $77$ Bananas and Manali has $107$ Bananas then Manali has $30$ Bananas more than Gautami, it is an equation. State True or False.
",True,,,,False,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is equal to RHS<br/>Thus, If Gautami has $77$ Bananas and Manali has $107$ Bananas then Manali has $30$ Bananas more than Gautami will form an equation",
text,4,30101,6,"If Aruni has $39$ chocolates and Soham has $156$ chocolates then Soham has $2$ times the  chocolates that Aruni has, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, If Aruni has $39$ chocolates and Soham has $156$ chocolates then Soham has $2$ times the  chocolates that Aruni has will not form an equation",
text,4,30101,6,"If Devang has $41$ pencils and Shivani has $97$ pencils then Shivani has $56$ pencils more than Devang, it is an equation. State True or False.
",True,,,,False,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is equal to RHS<br/>Thus, If Devang has $41$ pencils and Shivani has $97$ pencils then Shivani has $56$ pencils more than Devang will form an equation",
text,4,30101,6,"If Aakash has $69$ pencils and Gauravi has $207$ pencils then Gauravi has $3$ times the  pencils that Aakash has, it is an equation. State True or False.
",True,,,,False,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is equal to RHS<br/>Thus, If Aakash has $69$ pencils and Gauravi has $207$ pencils then Gauravi has $3$ times the  pencils that Aakash has will form an equation",
text,4,30101,6,"If Ishan has $30$ Watermelons and Sandesh has $63$ Watermelons then Sandesh has $70$ Watermelons more than Ishan, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, If Ishan has $30$ Watermelons and Sandesh has $63$ Watermelons then Sandesh has $70$ Watermelons more than Ishan will not form an equation",
text,4,30101,6,"If Yuti has $41$ Apples and Nishi has $205$ Apples then Nishi has $5$ times the  Apples that Yuti has, it is an equation. State True or False.
",True,,,,False,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is equal to RHS<br/>Thus, If Yuti has $41$ Apples and Nishi has $205$ Apples then Nishi has $5$ times the  Apples that Yuti has will form an equation",
text,4,30101,6,"In a Tug of War if no side wins, it is an equation. State True or False.
",True,,,,False,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is equal to RHS<br/>Thus, In a Tug of War if no side wins will form an equation",
text,4,30101,6,"If Ankita has $69$ sheets and Nishi has $113$ sheets then Nishi has $68$ sheets more than Ankita, it is an equation. State True or False.
",False,,,,True,,,60,3,,2018.aaryan.raina@ves.ac.in,"An equation is defined as a mathematical statement consisting of two algebraic expressions having the same value<br/>So, in an equation there is always an '=' sign ,
The expression on the right hand side of the '=' sign is called the RHS.
The expression on the left hand side of the '=' sign is called the LHS
<br/>An equation is formed only if LHS is equal to RHS<br/>But in this question, LHS is not equal to RHS<br/>Thus, If Ankita has $69$ sheets and Nishi has $113$ sheets then Nishi has $68$ sheets more than Ankita will not form an equation",
