Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$2 - 1,15 + 24$",,,,"$2 * 5,0 + 10$","$1 * 4,14 - 10$","$5 + 1,2 * 3$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $2 - 1 = 1$
 <br>Second expression $15 + 24 = 39$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$16 + 2,5 - 8$",,,,"$1 * 3,20 - 17$","$24 - 0,7 + 17$","$18 - 2,6 + 10$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $16 + 2 = 18$
 <br>Second expression $5 - 8 = -3$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$23 + 17,8 * 4$",,,,"$0 + 15,3 * 5$","$10 + 6,4 * 4$","$1 * 2,1 + 1$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $23 + 17 = 40$
 <br>Second expression $8 * 4 = 32$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$4 + 0,2 * 10$",,,,"$10 - 3,5 + 2$","$8 + 10,24 - 6$","$8 + 7,5 * 3$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $4 + 0 = 4$
 <br>Second expression $2 * 10 = 20$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$8 * 2,17 - 3$",,,,"$3 * 4,12 + 0$","$13 + 7,24 - 4$","$4 * 3,25 - 13$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $8 * 2 = 16$
 <br>Second expression $17 - 3 = 14$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$24 - 12,18 + 19$",,,,"$1 * 1,1 + 0$","$17 - 7,5 * 2$","$2 * 6,13 - 1$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $24 - 12 = 12$
 <br>Second expression $18 + 19 = 37$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$12 - 13,4 * 1$",,,,"$3 * 7,9 + 12$","$8 * 1,5 + 3$","$22 - 18,2 * 2$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $12 - 13 = -1$
 <br>Second expression $4 * 1 = 4$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$0 + 0,5 * 2$",,,,"$23 - 13,1 + 9$","$24 - 0,4 * 6$","$18 - 6,12 + 0$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $0 + 0 = 0$
 <br>Second expression $5 * 2 = 10$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$16 + 4,5 * 3$",,,,"$16 - 0,16 + 0$","$1 + 7,19 - 11$","$16 - 0,8 + 8$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $16 + 4 = 20$
 <br>Second expression $5 * 3 = 15$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$2 * 7,12 + 17$",,,,"$9 + 5,25 - 11$","$4 + 14,9 * 2$","$18 - 9,3 * 3$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $2 * 7 = 14$
 <br>Second expression $12 + 17 = 29$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$22 + 18,10 - 0$",,,,"$1 * 5,1 + 4$","$25 - 7,6 * 3$","$4 * 4,25 - 9$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $22 + 18 = 40$
 <br>Second expression $10 - 0 = 10$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$7 - 19,6 * 8$",,,,"$25 - 0,5 * 5$","$7 * 2,17 - 3$","$9 - 0,9 * 1$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $7 - 19 = -12$
 <br>Second expression $6 * 8 = 48$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$18 + 8,5 * 5$",,,,"$1 * 10,12 - 2$","$11 + 5,24 - 8$","$2 + 8,25 - 15$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $18 + 8 = 26$
 <br>Second expression $5 * 5 = 25$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$4 + 20,10 - 2$",,,,"$2 * 9,8 + 10$","$10 - 6,1 * 4$","$21 - 1,19 + 1$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $4 + 20 = 24$
 <br>Second expression $10 - 2 = 8$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$15 + 6,4 * 10$",,,,"$2 * 6,0 + 12$","$0 + 4,2 * 2$","$1 * 8,20 - 12$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $15 + 6 = 21$
 <br>Second expression $4 * 10 = 40$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$4 + 25,20 - 22$",,,,"$8 + 10,9 * 2$","$3 * 3,9 + 0$","$4 * 1,15 - 11$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $4 + 25 = 29$
 <br>Second expression $20 - 22 = -2$
<br>Since both expressions give different values, they do not form a balanced equation",
text,1,30201,3,"
 <br> Which of the following pairs will not form a balanced equation ?","$20 - 16,3 * 4$",,,,"$16 + 5,22 - 1$","$20 - 15,1 + 4$","$4 + 8,6 * 2$",60,3,,,"<br> 
To check equality of expressions we will check if both of them give same result or not
 <br>First expression $20 - 16 = 4$
 <br>Second expression $3 * 4 = 12$
<br>Since both expressions give different values, they do not form a balanced equation",
