Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,text,30203,18,"After $4$ years, Ninad  shall be $10$  times as old as he was $10$ years ago. Find her present age. ",17,,,,19,7,22,60,3,,,"Let Ninad's current age be $x$.<br>Hence, $x$+$4$ = $3$*$(x-10)
$<br>$x$+$4$ = $3$$x$-$30$.<br>$2$$x$ = $34$
<br>$x$ = $17.0$
<br>Hence, Ninad is $17$ years old presently.",
text,text,30203,18,"After $3$ years, Utkarsh  shall be $2$  times as old as he was $2$ years ago. Find her present age. ",3,,,,5,-2,-4,60,3,,,"Let Utkarsh's current age be $x$.<br>Hence, $x$+$3$ = $6$*$(x-2)
$<br>$x$+$3$ = $6$$x$-$12$.<br>$5$$x$ = $15$
<br>$x$ = $3.0$
<br>Hence, Utkarsh is $3$ years old presently.",
text,text,30203,18,"After $1$ years, Yash  shall be $19$  times as old as he was $19$ years ago. Find her present age. ",24,,,,7,2,4,60,3,,,"Let Yash's current age be $x$.<br>Hence, $x$+$1$ = $5$*$(x-19)
$<br>$x$+$1$ = $5$$x$-$95$.<br>$4$$x$ = $96$
<br>$x$ = $24.0$
<br>Hence, Yash is $24$ years old presently.",
text,text,30203,18,"After $9$ years, Vinay  shall be $7$  times as old as he was $7$ years ago. Find her present age. ",23,,,,16,11,17,60,3,,,"Let Vinay's current age be $x$.<br>Hence, $x$+$9$ = $2$*$(x-7)
$<br>$x$+$9$ = $2$$x$-$14$.<br>$1$$x$ = $23$
<br>$x$ = $23.0$
<br>Hence, Vinay is $23$ years old presently.",
text,text,30203,18,"After $18$ years, Abhijeet  shall be $19$  times as old as he was $19$ years ago. Find his present age. ",56,,,,14,12,37,60,3,,,"Let Abhijeet's current age be $x$.<br>Hence, $x$+$18$ = $2$*$(x-19)
$<br>$x$+$18$ = $2$$x$-$38$.<br>$1$$x$ = $56$
<br>$x$ = $56.0$
<br>Hence, Abhijeet is $56$ years old presently.",
text,text,30203,18,"After $9$ years, Tejas  shall be $9$  times as old as he was $9$ years ago. Find his present age. ",18,,,,15,13,26,60,3,,,"Let Tejas's current age be $x$.<br>Hence, $x$+$9$ = $3$*$(x-9)
$<br>$x$+$9$ = $3$$x$-$27$.<br>$2$$x$ = $36$
<br>$x$ = $18.0$
<br>Hence, Tejas is $18$ years old presently.",
text,text,30203,18,"After $20$ years, Rahul  shall be $7$  times as old as he was $7$ years ago. Find his present age. ",34,,,,18,8,23,60,3,,,"Let Rahul's current age be $x$.<br>Hence, $x$+$20$ = $2$*$(x-7)
$<br>$x$+$20$ = $2$$x$-$14$.<br>$1$$x$ = $34$
<br>$x$ = $34.0$
<br>Hence, Rahul is $34$ years old presently.",
text,text,30203,18,"After $7$ years, Dharmesh  shall be $5$  times as old as he was $5$ years ago. Find her present age. ",17,,,,17,13,22,60,3,,,"Let Dharmesh's current age be $x$.<br>Hence, $x$+$7$ = $2$*$(x-5)
$<br>$x$+$7$ = $2$$x$-$10$.<br>$1$$x$ = $17$
<br>$x$ = $17.0$
<br>Hence, Dharmesh is $17$ years old presently.",
text,text,30203,18,"After $20$ years, Devang  shall be $10$  times as old as he was $10$ years ago. Find her present age. ",20,,,,4,2,2,60,3,,,"Let Devang's current age be $x$.<br>Hence, $x$+$20$ = $4$*$(x-10)
$<br>$x$+$20$ = $4$$x$-$40$.<br>$3$$x$ = $60$
<br>$x$ = $20.0$
<br>Hence, Devang is $20$ years old presently.",
text,text,30203,18,"After $5$ years, Vaibhav  shall be $18$  times as old as he was $18$ years ago. Find her present age. ",41,,,,9,5,10,60,3,,,"Let Vaibhav's current age be $x$.<br>Hence, $x$+$5$ = $2$*$(x-18)
$<br>$x$+$5$ = $2$$x$-$36$.<br>$1$$x$ = $41$
<br>$x$ = $41.0$
<br>Hence, Vaibhav is $41$ years old presently.",
text,text,30203,18,"After $20$ years, Anmol  shall be $5$  times as old as he was $5$ years ago. Find her present age. ",10,,,,16,8,14,60,3,,,"Let Anmol's current age be $x$.<br>Hence, $x$+$20$ = $6$*$(x-5)
$<br>$x$+$20$ = $6$$x$-$30$.<br>$5$$x$ = $50$
<br>$x$ = $10.0$
<br>Hence, Anmol is $10$ years old presently.",
